Player,Rating,Average Combat Score,Kills:Deaths,Average Damage Per Round,Headshot %,Clutch Success %,Teams,ACS Percentile,K/D Percentile,ADR Percentile,Headshot Percentile,Average Percentile
Sayonara,1.1,216.3,1.2,144.6,28.9,42.4,Team Vitality,85.6,91.9,91.5,57.7,91.9
Scales,1.0,187.7,1.0,125.5,31.5,,TYLOO,44.4,54.2,49.3,79.2,59.9
Septem7,0.7,148.2,0.6,97.2,27.0,,All Gamers,2.1,1.8,2.1,37.3,3.5
Setrod,1.0,184.7,0.8,131.0,33.5,,FunPlus Phoenix,39.8,16.2,62.9,87.7,52.8
Shao,0.8,150.8,0.7,102.5,35.0,23.6,Natus Vincere,3.5,5.6,5.6,90.8,18.3
Shr1mp,1.0,186.6,1.1,117.1,27.8,35.5,All Gamers,41.9,77.5,25.7,47.2,47.2
SiuFatBB,0.9,153.2,0.9,106.0,31.1,,Wolves Esports,4.9,23.6,8.5,77.5,20.1
Smoggy,1.0,202.2,1.1,131.8,30.3,19.9,EDward Gaming,66.2,68.3,64.1,70.1,74.5
SpiritZ1,0.9,214.0,1.0,137.2,32.2,28.2,Dragon Ranger Gaming,83.8,44.7,79.2,82.4,81.9
Spitfires,0.9,198.0,1.0,126.9,27.6,,Titan Esports Club,61.4,40.5,52.5,44.4,50.4
Spring,1.0,198.0,0.9,128.9,26.1,,Wolves Esports,61.4,36.6,56.3,31.0,44.7
SugarZ3ro,0.9,177.2,0.8,112.7,30.8,26.4,ZETA DIVISION,27.5,14.8,18.0,74.3,26.8
Sylvan,1.0,185.6,0.9,118.4,29.9,20.9,Team Secret,40.8,35.9,31.0,66.2,39.4
SyouTa,0.9,181.0,0.9,118.3,36.8,18.2,ZETA DIVISION,32.4,36.3,30.6,96.1,49.3
TenTen,0.8,169.8,0.8,108.8,17.1,41.3,Team Secret,17.6,8.1,10.9,1.4,2.1
Timotino,1.0,226.5,1.1,147.9,26.5,30.5,100 Thieves,94.0,67.6,95.4,33.1,81.9
UNFAKE,0.7,140.8,0.7,98.1,31.0,15.4,Team Vitality,1.1,4.2,2.5,76.4,11.6
UdoTan,1.0,210.2,1.0,136.3,27.6,36.9,Global Esports,78.9,62.7,77.8,44.7,72.2
Veqaj,1.0,212.1,1.1,138.1,33.9,21.4,FNATIC,81.7,80.3,81.7,89.1,93.3
Verno,1.0,188.1,1.0,124.8,29.5,25.4,MIBR,45.1,63.4,46.8,63.7,54.9
Victor,0.7,192.0,0.8,121.0,11.0,,Sentinels,52.1,6.7,37.0,0.4,15.1
Virtyy,0.8,180.1,0.8,115.3,21.1,19.0,LOUD,29.6,13.0,22.5,6.0,8.1
Viva,0.9,167.8,0.8,116.8,27.7,,Trace Esports,15.5,15.8,25.4,46.5,17.6
Wo0t,1.0,204.9,1.0,134.6,27.1,30.8,Team Heretics,71.5,58.8,71.1,38.4,63.7
WsLeo,1.0,188.5,1.0,125.4,26.6,34.6,Xi Lai Gaming,46.1,52.5,48.9,33.5,41.9
Xdll,0.9,168.3,0.8,113.7,32.2,30.4,ZETA DIVISION,16.5,18.3,20.4,82.7,28.0
Xeppaa,0.9,189.2,1.0,125.3,25.4,21.2,Cloud9,47.5,40.8,47.9,25.7,34.2
Xlele,0.9,208.0,1.0,127.2,35.1,,Trace Esports,76.8,53.9,53.5,91.5,77.1
Xross,1.1,201.9,1.2,135.5,26.6,21.0,Nongshim RedForce,65.5,91.2,75.0,34.2,72.9
XuNa,1.0,194.1,1.0,135.7,32.5,15.6,VARREL,55.6,51.4,75.7,83.8,73.2
Youze,0.8,182.5,0.9,110.2,21.0,,All Gamers,34.9,20.4,14.1,5.3,8.5
Yuicaw,1.1,206.0,1.1,137.0,27.9,,JDG Esports,73.6,71.5,78.9,49.3,76.1
Zellsis,0.8,157.2,0.8,102.4,19.5,22.5,Cloud9,7.4,8.5,4.9,2.1,1.1
Zeus,1.0,230.7,0.9,152.3,22.0,,Team Secret,96.5,37.3,97.2,9.2,64.4
Zexy,0.9,216.7,1.0,139.1,29.3,34.7,VARREL,86.3,45.8,83.5,63.0,78.9
ZmjjKK,1.0,233.5,1.2,150.3,24.3,28.6,EDward Gaming,97.9,87.7,95.8,16.2,84.5
ZynX,0.7,170.9,0.7,110.4,30.6,16.3,Gen.G,19.2,4.9,15.1,71.8,18.7
al0rante,1.0,204.2,1.0,135.5,42.6,19.5,PCIFIC Esports,69.4,60.2,73.9,99.6,86.6
alym,0.9,192.8,1.0,123.9,25.8,47.9,FURIA,53.2,41.9,43.3,28.5,36.4
ara,0.9,188.9,1.0,121.4,29.1,34.0,GIANTX,47.2,49.5,37.7,59.9,48.6
artzin,1.0,199.0,1.1,133.0,26.0,29.6,FURIA,62.7,77.8,67.6,29.6,62.7
aspas,1.0,203.8,1.2,135.7,27.4,17.8,MIBR,69.0,87.3,76.4,43.0,77.1
audaz,1.0,185.7,1.0,121.6,38.2,28.0,Eternal Fire,41.2,54.6,38.4,97.9,61.3
baha,0.7,156.0,0.7,103.0,29.9,46.3,FUT Esports,6.3,3.0,6.0,65.8,10.9
bang,1.1,190.9,1.2,121.9,35.5,37.8,100 Thieves,50.4,93.7,39.4,93.0,77.8
bao,0.9,182.7,0.9,124.3,31.2,29.8,Evil Geniuses,35.2,20.1,44.4,77.8,40.7
benG,0.8,149.6,0.7,95.0,31.2,16.8,KRÜ Esports,3.2,3.0,1.4,78.5,12.7
benjyfishy,1.0,195.5,1.1,128.8,35.1,29.7,Team Heretics,57.4,83.1,56.0,91.2,81.2
