Player,Rating,Average Combat Score,Kills:Deaths,Average Damage Per Round,Headshot %,Clutch Success %,Teams,ACS Percentile,K/D Percentile,ADR Percentile,Headshot Percentile,Average Percentile
Ethan,1.0,201.9,1.0,127.9,21.1,17.4,NRG Esports,66.5,62.7,54.4,5.6,46.5
Ezeir,,185.2,0.9,121.6,,,Nova Esports,40.0,36.9,36.8,,34.2
Famsii,0.9,174.8,0.8,126.1,27.0,0.0,GIANTX,23.5,10.0,48.8,42.3,24.2
FengF,1.0,230.0,1.2,141.6,31.7,22.5,Trace Esports,93.5,91.5,82.4,74.6,96.2
FiNESSE,0.7,157.2,0.7,104.6,18.7,8.3,NRG Esports,4.6,1.2,4.4,0.9,0.8
Fit1nho,0.9,184.7,0.9,123.5,32.4,8.8,GIANTX,38.8,30.0,42.4,79.8,47.3
Flashback,1.1,213.1,1.3,140.7,31.3,21.1,DRX,81.9,98.8,80.8,70.4,94.2
Flex1n,1.0,188.6,1.1,121.4,39.0,12.0,Bilibili Gaming,43.5,71.5,35.6,98.6,66.5
Foxy9,0.9,180.6,1.0,119.0,31.5,13.1,DRX,30.0,55.8,27.0,72.8,45.0
Governor,0.9,199.8,1.0,130.1,23.1,18.4,Talon Esports,63.5,43.1,58.8,13.1,42.7
GuanG,,208.3,1.1,140.9,,,Nova Esports,75.0,70.0,81.2,,84.6
Haodong,0.8,151.8,0.8,96.0,27.8,25.5,EDward Gaming,2.7,8.1,0.8,47.9,8.1
ICEKING,,173.9,0.8,,,,TYLOO,22.7,7.3,,,8.5
Jamppi,0.9,188.5,0.9,122.4,32.8,13.2,Team Liquid,43.1,29.2,39.6,83.6,49.2
Jemkin,1.1,227.6,1.2,147.4,32.3,24.1,Rex Regum Qeon,92.3,95.8,90.0,79.3,97.7
JessieVash,1.0,180.7,1.0,121.5,26.3,15.2,Team Secret,31.2,48.5,36.0,34.3,33.5
Jinggg,1.0,217.1,1.1,143.0,22.8,16.0,Paper Rex,85.8,73.5,84.8,12.2,68.1
JitBoyS,1.1,203.5,1.1,133.9,36.4,15.0,Talon Esports,69.2,78.5,67.2,95.8,86.9
JonahP,1.0,187.2,1.0,120.6,25.3,19.1,G2 Esports,42.3,40.4,32.4,25.8,29.2
Jremy,1.1,233.7,1.1,152.2,25.1,14.6,Team Secret,95.4,84.6,93.2,24.4,82.3
K4DAVRA,1.1,203.2,1.3,131.2,33.1,5.6,Gentle Mates,68.8,97.3,60.4,85.2,88.5
Kai,1.1,215.8,1.2,142.6,26.4,2.2,Trace Esports,84.6,92.1,84.4,34.7,81.2
Karon,1.1,198.3,1.2,129.5,32.7,17.8,Gen.G,60.8,89.2,57.6,81.7,78.8
Keiko,1.0,216.7,1.1,142.4,32.0,15.5,Team Liquid,85.4,73.1,84.0,76.5,90.8
Khalil,1.0,179.1,0.9,121.3,29.8,15.0,FURIA,28.8,33.1,34.0,64.3,37.3
Kicks,1.0,180.2,0.9,117.3,21.6,18.1,Team Vitality,29.2,33.8,24.4,7.0,15.0
Klaus,0.8,170.6,0.8,114.4,24.7,14.8,KRÜ Esports,16.2,8.8,16.8,23.0,9.6
Knight,0.8,195.8,1.0,123.1,28.6,5.1,Bilibili Gaming,57.7,53.1,41.2,54.5,51.2
Lakia,0.9,167.8,0.9,113.6,25.7,23.1,Gen.G,10.8,23.1,14.0,28.2,12.7
Laz,1.0,193.2,1.1,129.5,31.7,10.2,ZETA DIVISION,52.3,85.4,57.2,73.7,70.8
Leo,1.2,201.1,1.3,132.3,25.8,10.4,FNATIC,65.0,99.6,63.2,30.0,68.8
Less,1.1,209.3,1.2,143.5,29.2,8.0,LOUD,77.3,96.9,85.2,58.7,90.4
Levius,,157.2,0.9,,,,Bilibili Gaming,5.0,17.7,,,5.8
Life,0.8,233.6,1.1,145.4,36.0,22.6,FunPlus Phoenix,95.0,75.8,87.2,94.4,96.9
Lightningfast,0.9,184.8,0.9,119.4,34.4,20.2,Global Esports,39.6,28.8,28.0,91.5,46.2
Lmemore,0.9,198.7,1.0,132.8,33.6,17.3,Rex Regum Qeon,61.5,45.4,64.8,87.8,69.2
LockM,,168.7,0.8,116.5,,,Titan Esports Club,12.3,11.9,23.2,,8.8
LuoK1ng,1.0,195.6,1.0,127.8,31.7,0.0,Trace Esports,56.9,43.8,53.6,74.2,60.4
Lysoar,0.8,189.3,1.1,120.4,23.3,6.9,FunPlus Phoenix,44.6,81.9,31.6,14.6,40.8
MAGNUM,0.9,177.8,0.9,117.9,26.7,21.2,Karmine Corp,26.9,36.5,25.6,39.4,25.0
MaKo,1.0,196.8,1.0,130.5,29.5,15.7,DRX,59.2,61.2,59.2,62.0,63.1
MarT1n,,199.0,1.0,,,,JDG Esports,61.9,49.2,,,56.9
Marved,0.9,190.8,0.9,126.9,27.8,23.0,NRG Esports,49.6,32.7,51.6,48.8,44.6
Mazino,1.0,202.6,1.0,132.7,28.5,16.4,LEVIATÁN,68.1,60.4,64.4,53.5,65.0
Medusa,0.9,184.8,0.9,124.2,33.6,14.1,DetonatioN FocusMe,39.2,27.7,45.2,88.3,49.6
Meiy,1.1,246.8,1.1,157.6,25.1,12.3,DetonatioN FocusMe,98.1,72.3,96.8,24.9,79.6
Melser,0.9,171.0,1.0,113.9,31.8,15.2,KRÜ Esports,17.3,41.9,15.2,75.6,33.8
Meteor,1.0,220.4,1.2,145.8,31.4,8.4,Gen.G,88.5,90.8,88.8,71.4,95.8
MiniBoo,1.0,222.4,1.1,145.6,30.6,15.1,Team Heretics,89.6,77.3,88.4,67.6,92.3
Mistic,0.9,170.4,0.9,112.0,31.5,14.0,Team Liquid,14.6,16.5,11.2,71.8,20.0
Monyet,0.9,202.6,0.9,134.3,27.4,16.6,Rex Regum Qeon,68.5,26.5,67.6,44.6,52.3
MrFaliN,1.0,189.3,1.0,123.8,22.9,11.8,FUT Esports,45.0,45.8,44.0,12.7,31.9
Munchkin,1.0,189.6,1.0,125.0,22.5,13.3,Gen.G,45.8,53.5,48.0,10.8,36.9
N4RRATE,1.1,232.5,1.2,154.1,26.1,18.7,Karmine Corp,94.6,90.0,94.4,31.9,87.3
NDG,0.9,180.7,0.9,122.7,23.3,13.1,Team Secret,30.6,36.2,40.0,14.1,22.7
NaturE,0.9,181.6,0.9,120.0,31.1,14.3,Evil Geniuses,33.1,16.9,30.0,69.5,33.1
Nicc,,182.0,1.0,114.5,,,Dragon Ranger Gaming,33.5,46.5,17.6,,26.5
Ninebody,,245.5,1.2,163.3,,,TYLOO,97.7,87.3,98.8,,99.6
OBONE,,174.9,1.0,,,,Nova Esports,24.2,61.5,,,40.0
OXY,1.0,247.7,1.1,160.3,29.5,15.1,Cloud9,98.5,68.5,98.0,63.4,93.1
Pa1nt,0.5,140.3,0.5,101.3,24.0,0.0,MIBR,1.2,0.4,2.4,16.7,1.2
Palla,0.8,216.6,0.8,139.3,28.3,23.8,MIBR,85.0,11.5,78.0,51.2,58.8
PangH,,169.7,0.7,,,,Nova Esports,13.8,1.9,,,3.1
Polvi,0.9,212.1,0.9,141.8,23.5,14.3,Global Esports,81.2,30.8,82.8,16.0,53.8
QiuYe,,169.2,0.8,,,,Titan Esports Club,13.5,7.7,,,5.0
Quick,0.9,199.1,1.0,128.9,28.5,8.6,LOUD,62.3,50.4,56.4,52.1,55.4
QutionerX,1.0,224.3,1.0,149.1,26.6,14.0,BBL Esports,90.8,50.8,91.2,37.6,71.5
Rb,,217.6,1.1,140.0,,,Titan Esports Club,87.3,69.6,79.6,,90.0
Redgar,0.8,145.8,0.8,96.6,37.5,18.0,GIANTX,1.5,5.4,1.2,96.2,17.7
Retla,0.9,173.5,0.9,116.0,25.8,13.2,BLEED,21.9,29.6,21.2,29.1,16.5
RgLMeister,0.9,172.9,0.9,116.6,28.5,16.3,MIBR,21.5,25.0,23.6,52.6,23.8
RieNs,1.1,204.2,1.1,136.7,36.2,17.1,Team Heretics,70.8,83.5,72.8,95.3,91.9
Rossy,1.1,210.8,1.1,135.9,28.2,17.2,T1,78.8,76.2,71.2,50.7,75.8
Russ,0.9,178.9,0.9,114.7,37.6,16.9,Global Esports,28.5,27.3,18.8,96.7,39.6
S1Mon,1.0,168.1,1.0,112.1,28.6,17.9,EDward Gaming,11.5,44.6,11.6,54.0,23.5
SSeeS,0.9,158.3,0.8,103.0,34.1,18.9,DetonatioN FocusMe,5.4,4.2,2.8,89.2,16.2
SUYGETSU,1.0,186.5,1.1,128.2,33.4,12.4,Natus Vincere,41.5,66.2,54.8,86.9,66.9
SWERL,,222.2,1.0,144.4,,,Nova Esports,89.2,48.8,86.4,,83.1
Sacy,1.0,182.5,1.0,123.5,26.7,17.1,Sentinels,35.4,38.5,42.0,38.5,35.0
Sayaplayer,1.0,202.4,1.1,134.7,28.5,13.8,T1,67.7,82.3,68.4,53.1,73.1
Sayf,1.1,223.9,1.2,145.4,29.0,12.8,Team Vitality,90.4,96.2,88.0,57.7,94.6
Scales,,165.4,0.8,105.4,,,TYLOO,8.1,8.5,5.2,,1.5
ShadoW,0.9,177.8,1.1,115.1,20.7,12.6,KOI,27.3,67.3,20.0,4.7,21.5
ShahZaM,0.9,172.0,0.8,124.0,24.0,17.0,MIBR,19.2,6.3,44.4,16.7,14.6
Shao,1.0,186.7,1.0,126.4,32.5,21.4,Natus Vincere,41.9,51.9,49.6,80.3,57.7
Shion7,,171.9,0.8,109.4,,,Dragon Ranger Gaming,18.8,6.9,8.8,,6.5
Shyy,1.0,194.8,1.1,135.6,27.6,18.8,KRÜ Esports,55.4,76.5,70.4,46.5,66.2
SiuFatBB,,159.7,1.1,107.6,,,Wolves Esports,6.2,65.0,7.2,,18.1
Smoggy,1.1,204.0,1.2,135.8,28.7,16.2,EDward Gaming,70.0,92.7,70.8,55.4,78.5
Spitfires,,217.5,1.0,155.5,,,All Gamers,86.9,56.9,95.6,,91.2
Spring,,213.8,1.1,156.1,,,Wolves Esports,82.7,65.8,96.0,,92.7
SugarZ3ro,1.0,182.2,1.0,118.4,32.1,11.2,ZETA DIVISION,34.2,41.2,26.0,77.0,42.3
Surf,0.9,172.2,0.9,114.6,38.0,3.1,Talon Esports,20.0,33.5,18.4,97.2,38.5
TakaS,0.9,208.1,1.0,137.0,22.2,12.6,Gentle Mates,74.6,37.3,73.6,9.4,48.5
TenZ,1.1,206.3,1.1,132.5,25.0,14.3,Sentinels,71.9,65.4,63.6,23.9,58.5
TvirusLuke,,211.3,0.8,150.1,,,Dragon Ranger Gaming,80.0,13.1,92.4,,65.8
Victor,1.0,210.3,1.1,138.5,27.5,9.4,NRG Esports,78.1,70.8,76.0,46.0,71.9
Viva,,213.3,1.3,137.0,,,JDG Esports,82.3,97.7,73.2,,95.4
Wailers,0.8,147.5,0.8,99.0,29.4,11.6,Gentle Mates,1.9,11.2,2.0,61.5,13.1
Wild0reoo,1.1,196.5,1.1,131.3,34.3,19.7,Team Secret,58.8,67.7,61.2,89.7,76.2
Wo0t,1.1,215.7,1.1,141.9,35.8,16.0,Team Heretics,83.8,86.2,83.2,93.9,96.5
Xeppaa,1.0,190.5,0.9,125.5,26.3,20.0,Cloud9,48.8,21.2,48.4,33.8,34.6
YHchen,,191.6,1.0,132.8,,,JDG Esports,50.8,50.0,65.2,,55.8
YOU,,190.2,1.1,,,,Trace Esports,46.5,66.9,,,59.6
YiHao,,159.3,0.8,,,,JDG Esports,5.8,12.7,,,4.2
Yosemite,0.6,196.1,1.0,126.7,25.5,0.0,Bilibili Gaming,58.5,42.3,50.4,26.8,41.9
Yuicaw,,226.5,1.1,167.8,,,Wolves Esports,91.9,82.7,100.0,,98.5
Z1yan,,208.1,1.1,136.0,,,JDG Esports,73.8,83.8,71.6,,85.0
Zellsis,1.0,183.7,1.0,119.3,21.1,15.0,Sentinels,36.9,58.8,27.6,5.2,25.4
Zest,0.9,171.8,0.9,112.4,31.5,12.4,BLEED,18.5,35.0,12.4,72.3,28.1
ZmjjKK,1.1,260.0,1.2,158.6,24.1,19.3,EDward Gaming,100.0,96.5,97.2,17.8,88.1
Zyppan,1.0,215.8,1.0,143.8,31.3,10.0,Natus Vincere,84.2,60.0,86.0,70.9,83.5
aluba,,185.9,0.9,120.7,,,Wolves Esports,40.8,34.6,32.8,,30.8
ardiis,1.1,211.7,1.1,138.6,22.0,22.7,Natus Vincere,80.8,70.4,76.4,8.5,62.7
artzin,1.0,211.5,1.0,139.2,26.2,15.3,MIBR,80.4,51.2,77.2,33.3,63.5
aspas,1.3,253.5,1.5,166.4,29.5,15.5,LEVIATÁN,99.6,100.0,99.6,62.4,98.1
ban,0.9,191.8,1.0,126.7,32.9,8.1,Talon Esports,51.9,41.5,50.8,84.5,60.8
bang,1.1,203.7,1.1,129.2,34.3,8.9,100 Thieves,69.6,85.0,56.8,90.1,84.2
benjyfishy,1.1,199.5,1.2,132.9,34.3,17.3,Team Heretics,62.7,94.6,66.0,90.6,89.6
beyAz,0.8,155.1,0.7,105.4,24.8,12.4,Gentle Mates,3.8,2.3,5.6,23.5,3.8
blaZek1ng,1.0,189.1,1.0,127.3,32.8,13.4,Global Esports,44.2,39.6,52.8,82.6,54.2
bunt,,200.3,1.1,121.6,,,All Gamers,63.8,81.5,37.2,,63.8
cNed,1.1,225.7,1.1,150.2,27.4,5.8,FUT Esports,91.5,83.1,92.8,45.1,89.2
cauanzin,1.0,213.0,1.1,137.2,27.6,9.0,LOUD,81.5,73.8,74.0,46.9,74.6
ceNder,0.9,171.6,0.9,113.4,27.9,15.3,Team Vitality,18.1,20.4,13.6,49.3,15.8
coldfish,,184.3,1.0,121.3,,,TYLOO,38.1,40.0,33.6,,32.7
crashies,1.0,174.2,1.0,114.4,29.2,15.4,NRG Esports,23.1,57.7,17.2,59.6,36.5
crazyguy,0.8,166.8,0.7,113.8,25.5,4.7,BLEED,10.0,1.5,14.8,26.3,7.3
d4v41,1.1,197.0,1.1,133.0,29.3,16.6,Paper Rex,59.6,71.2,66.4,60.1,68.5
deLb,,198.7,1.1,119.9,,,All Gamers,61.2,64.2,29.6,,51.5
eeiu,1.1,190.7,1.2,128.3,31.0,12.7,100 Thieves,49.2,94.2,55.2,69.0,70.4
f0rsakeN,1.1,209.1,1.1,136.2,30.9,16.4,Paper Rex,76.5,79.2,72.4,68.5,81.9
fl1pzjder,0.8,160.0,0.8,104.4,26.8,19.3,Rex Regum Qeon,6.5,3.5,4.0,40.8,7.7
frz,1.0,191.8,1.0,127.0,27.1,18.6,MIBR,51.5,43.5,52.0,43.7,46.9
grubinho,1.1,200.7,1.1,127.2,33.1,14.6,KOI,64.6,76.9,52.4,85.2,76.9
havoc,0.8,187.3,0.8,127.9,38.6,15.2,FURIA,42.7,10.4,54.0,98.1,50.8
heat,1.1,195.2,1.1,127.7,32.5,14.9,KRÜ Esports,56.2,86.5,53.2,80.8,75.0
heybay,0.8,175.5,0.9,106.0,24.4,7.6,Trace Esports,24.6,18.5,6.4,20.2,10.4
hfmi0dzjc9z7,,190.8,1.0,129.7,,,TYLOO,50.0,47.7,58.0,,52.7
hiro,1.1,189.5,1.1,122.7,29.2,18.3,FNATIC,45.4,85.8,40.4,59.2,61.2
hiroronn,0.9,170.5,0.9,113.3,29.6,13.7,ZETA DIVISION,15.4,21.5,13.2,63.8,19.6
hoody,0.9,170.6,0.9,116.4,25.2,11.1,GIANTX,15.8,13.8,22.8,25.4,13.5
iZu,1.0,209.3,1.0,137.5,26.8,16.1,T1,76.9,52.7,74.8,40.4,64.2
icy,0.9,184.3,0.9,123.6,26.8,13.7,G2 Esports,38.5,24.6,43.2,41.3,32.3
invy,1.1,206.8,1.1,138.2,30.5,9.1,Team Secret,72.3,80.8,75.2,67.1,80.8
jakee,1.0,173.8,0.9,114.8,28.4,8.5,Cloud9,22.3,28.1,19.2,51.6,23.1
jawgemo,1.0,222.0,1.0,148.1,22.6,10.4,Evil Geniuses,88.8,45.0,90.4,11.3,62.3
jkuro,,191.7,1.0,119.8,,,JDG Esports,51.2,55.0,28.8,,43.5
johnqt,1.0,182.3,1.1,120.5,25.9,15.4,Sentinels,34.6,77.7,32.0,31.0,41.5
jzz,1.0,208.0,1.0,141.5,32.2,15.9,MIBR,73.5,42.7,82.0,78.2,74.2
kamo,0.9,223.5,1.0,146.2,28.0,16.7,KOI,90.0,40.8,89.2,49.8,71.2
kawaii,,183.5,0.9,119.0,,,Titan Esports Club,36.5,26.2,27.0,,21.9
keznit,1.1,239.5,1.2,160.6,26.6,11.6,KRÜ Esports,96.9,88.5,98.4,38.0,91.5
kiNgg,1.1,202.0,1.2,131.9,30.4,18.7,LEVIATÁN,66.9,95.4,62.4,65.7,79.2
kon4n,0.8,165.4,0.8,111.1,24.4,13.7,FURIA,7.7,6.3,10.0,20.7,5.4
leaf,1.0,217.9,1.1,145.4,23.5,16.6,G2 Esports,87.7,80.4,87.6,15.5,72.7
lenne,0.9,170.8,0.9,110.8,19.0,6.4,Talon Esports,16.5,13.5,9.6,1.4,4.6
liazzi,0.9,172.4,0.9,111.6,33.5,11.1,MIBR,20.4,25.4,10.4,87.3,30.4
logaN,1.0,181.3,1.0,120.2,33.8,3.8,Gentle Mates,32.3,56.2,30.8,88.7,53.1
marteen,1.0,217.3,1.1,143.6,29.3,21.6,Karmine Corp,86.5,79.6,85.6,60.6,88.8
mazin,0.8,154.8,0.8,103.1,28.9,14.0,MIBR,3.5,3.8,3.2,56.3,10.0
mindfreak,1.0,183.0,1.1,121.4,34.4,14.3,Paper Rex,35.8,64.6,34.8,91.1,59.2
monk,,190.2,0.9,126.7,,,All Gamers,46.2,20.8,51.2,,36.2
moose,1.0,170.2,1.0,116.0,24.1,14.9,Cloud9,14.2,61.9,21.6,17.4,20.4
mta,0.9,171.6,0.9,114.5,33.4,6.5,KRÜ Esports,17.7,20.0,18.0,85.9,29.6
mwzera,0.9,207.6,0.9,135.3,20.3,4.0,FURIA,73.1,19.4,69.2,3.8,38.1
nAts,1.0,211.2,1.2,140.9,28.7,18.6,Team Liquid,79.6,90.4,81.6,54.9,85.8
nataNk,1.1,228.9,1.1,149.3,26.5,36.6,Gentle Mates,93.1,81.2,91.6,35.7,83.8
neT,0.8,168.6,0.9,115.4,35.5,8.4,G2 Esports,11.9,15.0,20.4,93.4,28.5
nephh,0.8,194.4,0.9,123.0,20.0,0.0,Bilibili Gaming,55.0,31.9,40.8,2.8,26.9
neth,0.9,170.4,0.8,111.7,26.6,14.1,DetonatioN FocusMe,15.0,9.2,10.8,37.1,11.9
nizhaoTZH,,178.8,0.9,117.8,,,Dragon Ranger Gaming,28.1,34.2,24.8,,20.8
nobody,0.9,191.5,1.0,123.6,32.1,17.3,EDward Gaming,50.4,53.8,42.8,77.5,58.1
nukkye,1.0,202.1,1.0,137.3,28.8,9.4,GIANTX,67.3,54.2,74.4,55.9,67.7
nzr,1.0,195.9,1.0,131.9,25.5,12.5,FURIA,58.1,47.3,62.8,27.2,48.8
o0o0o,,168.7,0.8,104.7,,,Nova Esports,12.7,5.0,4.8,,2.3
pANcada,1.1,194.1,1.1,128.8,38.5,15.1,LOUD,54.2,78.8,56.0,97.7,78.1
pAura,0.9,172.8,0.9,108.9,32.2,13.9,BBL Esports,21.2,24.2,7.6,78.9,27.3
paTiTek,0.8,183.4,1.0,122.1,21.9,14.9,Team Heretics,36.2,52.3,38.8,7.5,27.7
pl1xx,,184.0,0.9,124.6,,,Wolves Esports,37.7,21.9,46.0,,28.8
primmie,1.2,249.8,1.2,163.6,42.0,18.2,Talon Esports,99.2,88.8,99.2,99.5,100.0
purp0,1.0,210.7,1.0,139.5,35.4,6.5,GIANTX,78.5,57.3,78.4,93.0,86.2
qRaxs,1.0,185.2,1.0,120.2,27.8,17.2,FUT Esports,40.4,54.6,31.2,47.4,41.2
reazy,0.9,163.3,0.9,112.9,30.2,20.9,BBL Esports,7.3,17.3,12.8,64.8,16.9
rich,0.9,190.2,1.0,128.6,31.6,9.9,MIBR,46.9,46.2,55.6,73.2,56.5
runi,0.9,174.9,0.9,120.0,32.8,12.6,Cloud9,23.8,32.3,30.4,83.1,38.8
runneR,0.9,197.6,0.9,131.8,19.9,15.5,Team Vitality,60.4,31.2,61.6,2.3,35.4
s0m,1.1,215.3,1.1,139.5,27.5,23.0,NRG Esports,83.5,68.8,78.8,45.5,75.4
sScary,1.1,205.9,1.1,135.5,25.8,12.5,BLEED,71.5,74.2,69.6,29.6,64.6
saadhak,0.9,190.3,0.9,126.2,21.3,13.0,LOUD,47.7,26.9,49.2,6.1,26.2
sh1n,0.9,166.6,1.0,107.5,30.4,11.9,Karmine Corp,9.2,38.1,6.8,66.2,22.3
sheydos,1.1,180.3,1.2,121.4,26.7,15.6,KOI,29.6,89.6,35.2,39.0,48.1
something,1.1,218.6,1.2,140.5,26.5,12.6,Paper Rex,88.1,93.5,80.4,36.6,82.7
starxo,0.9,172.1,0.9,112.4,24.6,16.0,KOI,19.6,18.1,12.0,21.6,11.5
stax,1.0,181.5,1.0,116.3,28.9,10.1,DRX,32.7,59.2,22.0,57.3,39.2
stew,,225.4,1.2,155.2,,,JDG Esports,91.2,91.2,95.2,,99.2
supamen,1.0,193.7,0.9,124.6,39.2,15.1,Evil Geniuses,52.7,35.8,46.4,99.1,61.9
sword9,,167.7,0.8,122.0,,,All Gamers,10.4,5.8,38.4,,12.3
t3xture,1.1,239.5,1.3,154.0,27.1,19.6,Gen.G,96.5,98.1,94.0,43.2,93.8
tex,0.9,195.1,1.0,130.5,32.7,13.7,LEVIATÁN,55.8,63.1,59.6,82.2,69.6
tomaszy,0.9,176.4,0.9,119.6,32.9,14.1,Karmine Corp,25.4,25.8,28.4,84.0,37.7
trent,1.1,194.0,1.0,129.7,28.0,17.7,G2 Esports,53.5,58.1,58.4,50.2,54.6
trexx,1.1,214.6,1.1,142.1,20.2,13.9,Team Vitality,83.1,80.0,83.6,3.3,67.3
tuyz,1.1,182.2,1.1,122.1,31.2,14.6,LOUD,33.8,78.1,39.2,70.0,55.0
valyn,1.1,195.5,1.0,123.8,24.4,18.5,G2 Esports,56.5,60.8,43.6,19.7,43.8
vanity,0.9,183.9,0.9,121.9,22.7,15.8,Cloud9,37.3,30.4,38.0,11.7,21.2
vo0kashu,,230.8,1.2,155.0,,,Dragon Ranger Gaming,94.2,86.9,94.8,,98.8
whzy,0.9,239.4,1.1,146.9,22.5,0.0,Bilibili Gaming,96.2,75.0,89.6,10.3,72.3
wippie,1.0,180.7,1.0,119.8,21.9,8.6,Cloud9,30.6,58.5,29.2,8.0,24.6
xand,0.7,140.3,0.6,95.4,30.7,6.8,FURIA,0.8,0.8,0.4,68.1,10.8
xccurate,1.0,190.3,1.0,124.9,26.5,9.5,T1,48.1,56.5,47.6,35.2,45.8
xffero,1.0,209.0,1.1,136.2,31.8,20.0,Rex Regum Qeon,76.2,68.1,72.0,76.1,80.0
