Player,Rating,Average Combat Score,Kills:Deaths,Average Damage Per Round,Headshot %,Clutch Success %,Teams,ACS Percentile,K/D Percentile,ADR Percentile,Headshot Percentile,Average Percentile
JSP,0.9,179.2,0.9,121.1,27.8,4.4,Solstice Esports,41.6,47.2,44.8,71.8,50.1
JSS,0.7,184.2,0.7,119.4,20.4,7.6,nice try,46.9,30.1,42.1,21.4,29.6
JSUNG,1.1,216.4,1.2,149.0,34.5,22.9,NYFU,80.0,89.4,89.0,94.2,96.8
JSauls,0.7,162.8,0.7,103.7,20.7,12.9,Dallas Vendetta,25.2,23.6,19.6,22.4,14.1
JULIA,0.4,120.0,0.5,81.0,34.0,0.0,Immortals,5.2,6.9,5.2,93.6,20.1
JUST_IN,0.9,167.7,0.9,120.7,22.7,6.0,Project A,29.4,45.0,44.0,35.7,33.9
JaCrispy,0.8,159.8,0.7,107.3,42.1,18.6,Mizzou Esports,22.7,24.0,23.6,99.2,38.9
JaXe,1.0,216.8,1.1,137.1,22.5,17.8,Early Access,80.3,72.0,73.0,34.8,69.3
Jady,0.9,170.7,0.9,111.1,29.6,14.2,M3 Champions,32.2,48.7,29.4,81.0,45.5
Jaguar,0.7,167.0,0.7,113.7,30.3,14.0,7Krascent,28.8,20.9,33.3,84.2,38.0
Jamal,1.0,241.0,0.9,151.3,23.7,0.0,Cloud Nein,93.8,49.3,90.6,43.0,75.6
Jamppi,1.0,209.3,1.1,134.5,27.2,20.4,Team Liquid,73.1,72.9,68.2,69.2,77.9
Jan,1.1,184.4,1.2,123.8,25.6,15.0,Next eSports,47.1,82.8,49.1,58.4,61.8
Jang Kong,1.0,187.6,1.0,121.3,19.8,11.5,Lone Way E-SPORTS,50.2,61.6,45.1,17.7,40.4
Jangler,1.0,163.9,1.0,106.2,25.9,18.0,BASILISK,26.2,62.0,22.3,60.6,39.2
Jango,0.6,140.0,0.6,93.0,9.0,11.0,The Chads,11.8,15.8,10.7,0.4,3.4
Jannuzz1,0.3,92.0,0.3,61.3,46.7,0.0,tropa da nina,1.5,1.0,1.3,99.8,17.9
Jante s Law,0.8,190.2,0.8,135.8,24.0,0.0,Imaginary Savior,53.1,30.6,70.4,46.3,48.4
Japa,0.7,151.0,0.5,102.0,26.0,0.0,Cyclonados,17.2,11.0,18.0,61.7,19.0
Jasper,0.5,145.0,0.6,92.0,35.0,0.0,AE Ravenous,13.7,13.0,10.2,95.2,27.2
Jasprr,0.3,107.0,0.3,73.0,23.8,0.0,Roulette,3.2,2.6,3.2,44.3,6.0
Jaum,0.4,87.7,0.3,60.0,6.0,0.0,bolinha de golfe,1.2,1.1,1.0,0.1,0.2
Jay,0.6,123.5,0.5,83.1,19.5,19.1,Moonrise Black,6.0,8.8,5.7,16.3,3.0
JazzyB,1.1,219.4,1.2,140.8,19.9,32.5,Northern Forces,82.5,86.6,78.5,18.4,71.5
Jazzyk1ns,1.0,222.5,1.0,146.8,22.4,15.0,Cloud9 White,84.5,68.5,86.7,34.4,74.5
JeH,0.8,152.5,0.8,99.0,23.0,11.5,MEETWO,18.1,32.3,15.4,38.2,17.9
Jeba,0.9,191.6,0.9,123.1,25.1,20.9,RILLAS,54.2,49.9,47.9,55.2,50.7
JellyYo,0.4,156.0,0.5,101.0,31.0,0.0,Burger Gaming,20.3,9.1,17.0,86.2,27.3
Jemkin,1.0,227.2,1.0,149.3,28.4,18.3,BLUE BEES.ESP,87.5,59.8,89.1,75.2,87.7
Jeong Hi,1.0,188.5,1.0,124.0,22.0,18.5,Maru Gaming,51.0,61.7,49.5,30.8,46.0
Jeorge,0.7,185.1,0.8,125.3,17.1,0.0,DawN,48.0,42.0,52.0,7.9,32.6
JerRy,1.0,227.2,1.0,151.7,16.2,10.0,Team Rocket,87.5,57.7,90.9,5.7,63.4
Jerado,0.7,164.0,0.7,107.0,28.0,0.0,Pulsar Red,26.3,23.7,23.2,73.0,31.8
Jerk,1.0,194.3,1.2,129.4,17.7,24.1,YFP Gaming,57.8,88.0,59.5,9.3,53.2
JessieVash,1.0,201.3,1.0,135.1,28.6,18.7,Team Secret,66.0,63.5,69.2,76.1,74.9
JettZer0,0.7,181.7,0.8,113.7,19.0,0.0,Runaway,44.1,35.0,33.3,14.1,25.3
JiGun,0.6,149.3,0.6,95.5,24.0,11.7,EterNal,16.1,15.2,12.2,46.3,13.7
JimmyJam,1.0,186.0,1.1,128.0,19.7,25.0,UnitedERA,49.0,75.2,56.7,17.1,47.6
Jinboong,1.0,194.9,1.1,128.7,34.6,16.9,HolyMolly,58.3,74.2,58.0,94.5,78.4
Jing,0.5,112.3,0.4,76.7,37.7,50.0,StayHydrated,4.1,5.8,4.0,97.5,20.3
Jinggg,1.1,245.4,1.1,158.9,21.3,15.1,Paper Rex,95.1,78.1,95.3,26.6,82.2
Jinnie,0.8,175.8,0.8,116.8,23.3,8.5,Hyperspace Dark,37.8,40.7,38.6,40.6,34.8
Jinsoo,0.8,168.2,0.7,111.8,30.8,0.0,Acacia,29.9,23.7,30.5,85.6,38.9
Jiren,0.6,180.3,0.7,113.0,20.0,0.0,Monkey Bite Esports,43.0,22.0,32.0,18.9,21.6
JitBoyS,1.0,207.0,1.0,136.9,39.1,2.8,FW Esports,71.0,64.5,72.7,98.4,86.2
Jivix,1.3,281.6,1.5,174.9,24.2,26.7,Salt Esports,99.3,98.4,99.0,47.9,95.4
Jkid,1.0,191.4,1.0,127.5,33.3,15.5,Team T5,54.2,63.9,55.9,92.3,71.8
JoXJo,1.0,183.7,1.0,121.0,25.6,19.4,NORTHEPTION,46.6,65.3,44.7,58.4,53.4
Joey,1.0,225.0,0.9,156.6,25.2,10.1,Conquest Esports,86.1,54.7,93.8,55.7,80.6
John Ham,1.0,187.7,0.9,117.4,20.7,20.4,DawN,50.3,47.3,39.5,23.2,35.9
JohnOlsen,1.4,304.0,1.8,186.4,30.1,16.2,FULL SENSE,99.8,99.5,99.6,83.1,99.5
Jonaaa6,1.2,208.3,1.3,137.0,27.0,20.0,Zero MarksMen Black,72.2,93.9,72.9,67.3,86.1
JonahP,1.0,192.3,1.1,124.3,26.1,8.8,The Guard,54.9,71.3,50.0,62.8,62.2
JoneSs,1.0,158.4,0.9,106.1,25.2,26.9,n0gravity,21.9,52.9,22.2,56.1,33.6
Jonn,0.9,183.0,0.9,119.5,28.2,15.1,Ninjas In Pyjamas,46.1,46.0,42.3,74.0,51.4
Joojina,1.0,168.2,1.1,107.0,22.9,0.0,Gamelanders Purple,29.9,72.1,23.2,37.1,36.5
JotaM,1.0,167.3,1.0,110.3,20.2,17.2,Arca do Plato,29.1,67.5,27.9,20.2,31.1
JpL,1.0,209.4,1.1,136.7,32.7,38.9,Virtual Anarchy,73.2,70.4,72.3,90.7,86.3
Jremy,1.2,239.9,1.3,156.3,22.4,21.6,Team Secret,93.4,92.7,93.6,34.0,88.4
Judgement,1.2,311.0,1.5,201.0,28.7,8.7,Aurelius Esports,99.8,97.5,99.9,76.6,99.1
Julian,1.0,198.0,1.0,135.0,39.0,13.0,afterMath Esports,61.6,67.9,69.0,98.3,82.9
Jun,1.1,216.1,1.2,132.5,25.7,27.5,Veni Vidi Vici,79.6,86.4,64.6,59.6,80.5
Jung,0.6,143.0,0.5,108.7,24.3,0.0,Corn Dogs,13.0,8.5,25.5,49.4,15.5
JuveNN,0.9,168.0,0.7,116.0,36.0,14.0,ChillinWithFriends,29.7,26.7,37.5,96.4,45.3
JuzO,1.0,215.0,0.9,143.0,19.0,14.0,Amigos Esports,78.3,45.8,81.7,14.1,55.3
K1LLERS,1.0,225.2,1.0,144.4,30.7,16.5,Fancy United Esports,86.3,65.4,83.7,85.5,90.6
KARIM,1.2,211.5,1.5,144.8,25.8,36.2,ROLO COMPRESSOR,75.2,97.6,84.0,59.7,89.3
KASMA,1.2,213.7,1.3,137.7,19.0,11.3,OS GURI DA GERAL DO GREMIO,77.4,92.0,73.6,14.1,68.6
KASSIUS,0.7,172.0,0.7,122.0,24.0,0.0,LionHeart,33.7,25.8,46.2,46.3,33.2
KENNY,0.8,180.5,0.7,122.6,16.9,0.0,Zenigma Alpha,43.4,28.0,47.0,7.0,24.7
KHG,0.9,165.1,0.8,110.9,26.9,9.3,Paradise Esports,26.9,36.2,28.8,67.1,35.3
KILLDREAM,1.1,236.5,1.1,152.6,24.5,7.2,Sharks Esports,92.0,78.2,91.5,50.1,87.8
KOLER,1.0,200.4,1.2,133.4,31.6,14.3,Skwirel Warriers,64.8,87.8,66.6,87.7,86.4
KP,0.7,140.3,0.7,97.9,27.5,8.2,Shopify Rebellion GC,11.9,27.5,14.3,70.7,24.6
KTree,1.2,283.0,1.4,168.0,23.0,0.0,Never Miss,99.3,96.4,98.0,38.2,93.3
KXD1,0.9,169.4,0.9,115.4,23.1,0.0,Nameless Esports,30.7,52.8,36.5,39.7,35.6
KXNSTER,0.5,146.7,0.5,101.4,16.7,0.0,Zeal,14.9,10.0,17.4,6.8,5.3
KaChoLife,0.7,128.3,0.6,91.4,32.4,5.0,Royal life,7.5,17.2,9.7,89.9,24.5
Kadoom,1.0,228.6,1.0,145.3,25.1,25.5,Made in Thailand,88.3,68.7,84.9,54.9,82.8
KaiC,0.4,136.0,0.5,96.0,20.0,0.0,Pasquallys Pizza Posse,9.9,7.6,12.7,18.9,5.3
Kakarot,0.9,190.1,0.9,128.2,21.0,14.5,NAOS,53.0,45.9,57.3,24.9,42.4
Kal,1.0,207.0,1.0,130.5,20.0,0.0,Tempest Gaming,71.0,59.8,61.4,18.9,52.2
Kane,0.7,187.0,0.6,132.0,21.0,0.0,Team Opulence,49.8,14.9,64.0,24.9,33.7
Kanove,1.0,250.3,1.0,159.2,21.3,0.0,Utah Bless,95.9,67.9,95.3,26.9,78.7
Kanpeki,1.1,204.9,1.2,132.7,23.2,18.8,Sentinels,69.2,85.0,64.9,39.9,69.0
Kant,1.2,251.4,1.3,164.0,26.4,9.2,Beyond Stratos Gaming,96.1,92.4,96.9,64.7,96.4
Kaoticcc,0.7,190.0,0.7,131.0,20.7,0.0,Chapter 4,52.8,20.1,62.3,22.7,34.9
KappA,1.0,175.4,1.0,123.1,23.9,7.6,Global Esports,37.4,65.7,47.8,45.1,46.8
Karizmah,1.0,161.7,1.0,107.3,15.7,33.0,Vireo.pro,24.1,64.9,23.8,4.7,22.1
Kasche1x,1.0,213.8,1.2,142.0,31.8,4.0,Eclectiq,77.5,81.7,80.3,88.1,92.4
Kaspe,0.7,141.6,0.7,96.4,22.9,2.7,BIG,12.3,24.5,13.2,37.2,13.1
Kasper,0.8,217.0,0.9,146.3,29.0,0.0,Fear Legends,80.6,53.2,86.2,78.4,83.7
Katashio,1.0,203.0,1.1,127.1,23.4,16.6,Zer0 Latency,67.2,69.3,55.4,41.5,60.4
Kauruuu,0.8,182.0,0.7,122.7,17.7,0.0,Team 12,44.6,22.6,47.0,9.2,24.1
Kawaii,0.7,141.7,0.6,100.0,25.3,17.7,Optimistic eSports,12.4,14.7,16.3,57.0,17.0
Kay,0.5,98.0,0.4,80.0,27.0,0.0,Immortals,2.2,4.5,4.9,67.8,11.2
Kayros,0.9,182.4,1.1,121.0,28.8,0.0,Elysium,45.4,73.9,44.5,77.4,63.1
KazuyA,1.0,249.0,1.2,152.7,21.0,11.0,NOGAS Esports,95.8,89.2,91.6,24.9,84.7
Kazzan,1.0,232.5,1.0,160.0,31.8,7.5,StayHydrated,90.3,65.9,95.7,88.1,95.0
Kcaj,0.5,140.0,0.4,95.3,28.7,0.0,SSA,11.8,3.9,12.0,76.6,18.1
Kehmicals,1.1,252.2,1.3,163.9,19.3,19.7,Clanless,96.3,93.2,96.9,15.5,84.9
Keii,1.1,229.1,1.1,145.1,28.4,40.1,Academy Gaming,88.5,75.7,84.7,75.5,91.3
Kenji,0.9,174.2,0.9,110.3,31.4,4.0,Lycus Empire,35.9,49.3,27.5,87.3,48.3
Kenny,1.0,201.3,1.1,133.7,17.3,13.7,Zenigma Alpha,66.0,77.8,66.9,8.3,55.0
KenzmPs,0.7,145.4,0.6,99.9,30.6,5.9,Team Vikings,13.9,19.6,16.1,84.9,28.0
Keria,1.0,181.3,1.0,119.1,24.0,22.2,SPEAR GAMING,43.8,58.0,41.7,45.3,44.9
Kess,0.7,161.7,0.6,110.7,36.7,0.0,Neons Ninjas,24.1,14.9,28.4,97.0,37.3
Keta,0.8,181.0,0.8,134.3,33.7,26.0,onliners,43.6,32.8,67.8,92.9,61.6
Kevzii,0.9,189.7,0.9,129.4,28.0,10.0,NAOS,52.3,50.1,59.5,73.0,60.9
Khaled,0.8,219.2,0.8,148.8,28.2,17.5,StayHydrated,82.3,40.1,88.5,74.4,78.5
Khalil,1.1,190.8,1.1,130.3,27.4,11.8,FURIA,53.6,80.9,60.9,70.3,71.4
Khattak X,1.2,205.0,1.4,134.0,30.3,36.0,Clarity Esports,69.4,95.5,67.4,84.2,89.3
Kib,0.5,118.3,0.5,85.0,23.7,0.0,Explicit,5.0,7.2,6.4,43.0,7.9
Kick,1.1,238.3,1.1,151.0,24.7,0.0,g0gados,92.8,71.5,90.3,51.5,86.1
Kicks,0.5,107.7,0.4,73.3,21.0,0.0,NANO,3.3,3.7,3.2,24.9,3.0
Kiles,0.8,141.8,0.7,96.2,27.4,11.8,Acend,12.5,22.2,13.0,70.4,22.2
Killua,0.8,195.1,0.8,121.0,33.2,0.0,FW Esports,58.5,42.4,44.5,92.1,61.7
KimGyuTae,1.0,201.0,1.1,125.3,16.5,18.0,Desperado,65.6,74.0,52.0,6.2,47.4
Kimito,0.7,146.7,0.7,91.7,28.0,10.0,ONI,14.8,21.6,9.9,73.0,22.6
Kimjunhyun,0.9,169.8,0.9,112.1,25.4,14.0,RAGE eSports,31.0,43.6,31.1,57.7,36.9
King,1.1,210.4,1.3,140.2,29.5,14.5,VIRTUOSO,74.3,92.9,77.4,80.6,91.7
Kintzo,0.4,88.0,0.3,66.3,25.0,0.0,Burger Gaming,1.2,1.0,2.0,54.1,7.1
Kip,0.9,205.0,0.9,142.8,35.5,0.0,Exotic,69.4,51.2,81.3,95.9,83.4
Kiro,1.3,284.9,1.7,180.1,20.3,14.6,MLT Esports,99.4,99.3,99.3,20.9,90.2
Kishi,0.8,195.7,0.9,126.7,26.7,15.4,CERBERUS Esports,58.9,47.0,54.6,66.4,57.8
KitE,0.6,129.8,0.6,88.6,24.0,7.4,Incarnations of Victory,7.8,16.9,8.2,46.3,11.1
Kiuuuu,0.9,215.6,1.0,139.9,29.2,0.0,Oblivion Force,78.9,56.5,76.9,79.3,81.2
Kiwee,0.7,156.1,0.6,100.3,23.7,0.0,Team AIYA,20.4,13.2,16.6,43.6,14.7
Klamran,1.0,199.0,1.2,129.1,31.5,30.2,Free Fall,62.8,81.8,59.0,87.6,81.1
Klaus,0.9,169.8,0.9,110.9,20.4,13.5,KRÜ Esports,31.1,52.3,28.8,21.5,27.7
Klaw,0.5,145.9,0.5,97.2,22.0,12.9,Eros,14.2,9.4,13.7,31.4,8.9
Klay,0.8,166.0,0.7,115.0,27.0,10.0,StayHydrated,27.7,29.2,35.6,67.8,35.8
Klor1ne,0.4,118.0,0.5,80.0,22.0,0.0,Pacific Gaming,4.9,6.9,4.9,31.4,5.0
Knight,1.2,234.2,1.3,152.2,27.1,12.6,KONE eSports Club,91.0,91.0,91.3,68.4,95.2
KnightRider,1.0,224.1,1.1,141.8,31.3,12.7,God Particles,85.6,79.6,80.0,87.2,93.4
Kobalt,0.9,194.3,0.8,127.8,24.4,16.5,Conquest Esports,57.8,38.5,56.4,49.7,49.0
Koli,0.7,183.4,0.8,124.0,24.3,8.4,Aquele lá,46.3,34.6,49.6,49.0,42.0
KondA,1.0,213.4,1.0,146.2,23.8,7.4,Maruti Peek,77.1,59.5,86.1,44.5,72.2
Kookie,1.1,242.0,1.2,158.3,23.3,21.3,ONI,94.2,84.0,94.9,41.0,88.4
Korsonix,1.0,190.8,1.2,126.7,21.4,10.6,AVESTA,53.5,89.6,54.4,27.0,57.1
Kouf,1.0,208.5,1.1,139.9,27.1,21.5,Able Esports,72.3,79.4,77.0,68.6,83.1
Kr1stal,1.0,182.4,0.9,118.7,27.2,15.5,BLUE BEES.ESP,45.3,52.4,41.3,68.7,51.2
Kraken,0.6,135.1,0.5,90.5,18.0,0.0,Goofy Gremlins,9.7,7.8,9.1,10.5,3.1
Krane,1.1,198.8,1.0,128.9,28.4,19.8,SE Necrosis,62.6,56.6,58.6,75.3,67.3
Krieger,0.7,142.9,0.6,96.1,31.6,15.0,Bababooey,12.9,19.1,12.9,87.7,27.3
KriminaL,0.6,140.0,0.5,110.0,27.0,25.0,Fear Legends,11.8,11.0,27.0,67.8,22.1
Krinklebein,0.7,160.0,0.6,110.3,23.0,18.3,Mizzou Esports,23.0,16.6,27.9,38.2,18.6
Krisheyyyyyyy,0.6,123.7,0.5,83.3,19.0,0.0,Team 12,6.0,11.7,5.7,14.1,3.2
Krypto,0.5,112.7,0.4,71.3,23.0,0.0,Team AIYA,4.2,2.9,2.9,38.2,5.0
Kshow,1.0,204.6,1.1,131.9,29.8,7.4,Astro Esports,68.9,75.6,63.7,81.8,80.3
Ksiaze,1.3,278.1,1.5,171.1,25.7,42.8,BASED,99.1,97.8,98.4,59.6,97.2
Kuaresma,1.2,199.3,1.4,130.4,29.2,13.3,Solstice Esports,63.3,96.6,61.1,79.1,84.3
Kucf,1.1,189.4,1.4,126.2,26.2,29.3,Union Gaming,52.0,95.3,53.3,63.0,70.8
Kurama,0.8,163.2,0.7,105.6,17.6,0.0,Northern Forces,25.6,26.3,21.5,9.0,12.0
Kush,1.1,237.0,1.2,149.6,25.7,20.9,Alter Ego,92.2,87.3,89.3,58.8,92.3
KuuKai,0.7,185.0,0.8,124.3,33.0,0.0,CREST GAMING Zst,47.8,35.0,50.2,91.5,57.1
Kuya,0.7,173.6,0.7,109.1,12.8,0.0,Team Flux,35.2,23.2,26.0,1.3,12.8
Kveiti,0.6,139.0,0.6,86.4,24.0,0.0,SLODI REPUS,11.3,12.6,7.0,46.3,10.9
Kyojin,0.9,190.4,1.0,125.0,35.9,15.0,M1syl and friends,53.3,59.9,51.2,96.2,69.5
Kyouki,0.5,84.0,0.4,58.7,30.7,0.0,Griffos E-Sports,0.8,3.0,0.9,85.3,13.9
Kyro,1.0,180.1,1.1,122.4,23.1,34.4,Actually Homeless,42.6,72.8,46.6,39.7,48.8
Kyu,0.9,127.0,0.7,78.7,15.3,0.0,NEW ERA,6.9,21.6,4.5,4.0,3.1
Kyzer,0.5,127.3,0.5,85.1,21.4,12.2,Nocturnals,6.9,7.5,6.6,27.5,5.2
L0NER,0.8,176.0,0.7,113.3,28.3,13.3,Yasei,38.0,29.9,32.6,74.9,40.8
L0sttt,1.3,252.0,1.5,162.0,33.0,17.0,Galaxy Esports,96.2,97.9,96.3,91.5,99.5
L1NK,1.0,168.4,1.0,112.8,35.0,14.5,Acend,30.0,55.6,31.7,95.5,52.6
L21saac,0.7,180.3,0.6,110.3,15.3,0.0,NANO,43.0,19.3,27.9,4.0,14.8
LALANG,0.8,196.7,0.8,131.7,22.7,16.3,HotSauCe,59.9,41.8,63.4,35.7,48.6
LAMMYSNAX,1.1,205.2,1.2,139.1,23.1,22.2,FULL SENSE,69.5,87.7,75.5,39.1,73.8
LEXY,0.9,180.3,0.9,120.2,17.0,13.7,BLEED,42.9,47.9,43.3,7.8,30.0
LIEBE,0.6,188.0,0.6,126.3,24.7,16.7,Bounty Hunters,50.6,17.7,53.6,51.5,40.0
LINDEN,0.6,142.0,0.6,84.0,24.0,0.0,goth boy clique,12.6,15.8,6.0,46.3,11.6
LKSHOW,1.0,188.3,0.8,133.7,18.0,0.0,Stars Horizon,50.9,41.8,66.9,10.5,39.1
LKZK1NG,1.1,206.4,1.2,134.5,24.8,12.4,Odin&Amigos,70.5,87.8,68.2,52.3,76.4
LOB,1.0,165.6,1.0,115.6,32.1,21.2,FAV gaming,27.3,64.7,36.7,88.9,54.5
LUKE,0.6,150.0,0.6,88.0,11.0,0.0,Anime Aimers,16.4,12.2,8.0,0.8,3.2
Lakia,1.0,225.1,1.0,150.7,25.8,12.1,DAMWON Gaming,86.2,62.7,90.1,59.9,84.0
Lalaaa,0.8,141.0,0.7,102.0,31.0,0.0,Team Wizard,12.2,21.3,18.0,86.2,28.7
Lam,0.5,87.0,0.4,56.3,22.3,11.0,Nunca Tentamos,1.0,4.2,0.7,33.6,3.8
Lamb0,0.6,155.0,0.7,96.0,19.0,0.0,BRICKEDUP,19.6,22.6,12.7,14.1,9.0
LambariAssassino,0.8,139.0,0.7,97.2,16.0,26.2,Royal PS,11.3,23.9,13.8,5.2,6.3
Lappland,0.9,224.2,1.0,143.2,23.0,22.3,18again,85.6,65.2,82.0,38.2,73.5
LarryBanks,1.2,203.7,1.7,136.6,31.7,35.7,FaZe Clan,67.7,99.1,72.1,88.1,92.2
LastSquall,0.8,161.3,0.6,110.0,20.3,10.7,Discord Kittens,23.9,18.8,27.0,20.9,14.0
Lawrence,0.9,192.1,0.8,128.8,24.6,35.8,GoNGo Prince,54.9,39.7,58.3,50.9,49.5
Laz,1.1,227.6,1.2,146.6,25.6,15.0,ZETA DIVISION,87.7,86.6,86.4,58.6,90.3
Lazee,0.9,170.0,1.1,110.7,23.7,27.8,Team Reckaroo,31.3,70.6,28.6,43.3,40.1
LeKo,0.6,170.0,0.6,103.0,13.0,0.0,Storm Tiger,31.5,19.3,18.8,1.5,9.4
LeVi,1.0,200.3,1.0,140.7,23.7,20.7,NOGAS Esports,64.7,59.1,78.0,43.0,64.7
LeViperrr,0.8,172.2,0.8,115.4,28.8,7.6,Team Blank,33.9,32.2,36.4,77.3,42.0
Lear,1.1,207.3,1.2,137.8,21.3,11.7,Zero MarksMen Black,71.4,89.4,73.8,26.7,69.8
LeeoLoos,1.1,224.0,1.2,146.7,26.3,15.6,REiGN,85.5,85.4,86.5,63.4,90.6
Legedien,0.9,192.6,0.9,133.2,19.2,0.0,Up Next,55.4,46.9,66.3,15.3,43.3
Legend,0.9,218.0,1.0,143.1,19.8,11.3,Team Opulence Gold,81.4,58.2,81.9,17.9,62.3
Lehh,0.6,194.0,0.7,123.0,18.7,0.0,NDT,57.2,22.0,47.6,12.6,29.2
Leo,1.2,217.6,1.3,143.9,23.0,10.2,Guild Esports,81.0,91.3,82.7,39.0,81.9
Leoz1n,0.8,165.7,0.7,111.3,21.3,19.3,Kings,27.4,25.5,29.6,26.9,19.4
LepHertz,0.8,203.0,0.8,136.3,18.3,27.7,Team Wizard,67.2,34.9,71.6,11.3,43.6
Less,1.1,221.2,1.3,143.3,23.2,21.0,LOUD,83.5,95.1,82.1,39.8,84.4
Lethal,0.8,160.4,0.7,110.3,22.7,0.0,SE Necrosis,23.5,25.9,27.6,36.0,20.8
Levi,0.9,147.2,0.8,97.2,31.5,2.1,Khumbu Esports,15.1,36.0,13.8,87.5,33.3
LeviathanAG,1.1,190.9,1.2,127.7,23.5,13.9,TSM,53.6,84.2,56.1,42.0,61.2
Lex,0.4,137.3,0.4,96.4,21.6,29.4,Roulette,10.3,5.1,13.1,28.4,6.8
Life,1.1,217.6,1.2,146.1,29.7,30.4,EDward Gaming,81.2,84.5,86.0,81.6,93.6
Lightning,0.9,211.0,0.9,133.3,21.1,9.9,Team Blank,74.9,47.5,66.4,26.1,53.3
Lightningfast,1.1,235.1,1.3,153.0,29.3,14.5,Global Esports,91.3,94.4,91.8,79.6,97.4
Liihp,0.8,152.0,0.8,107.0,27.3,6.6,Salut e-Sports,17.7,32.8,23.2,69.9,30.7
Lil Drillas,0.8,205.0,0.8,136.0,21.0,25.0,NDT,69.4,39.2,70.8,24.9,49.7
Lin,1.1,238.3,1.3,150.3,20.8,9.8,YFP Gaming,92.8,90.9,89.8,23.6,83.0
Link,1.1,192.3,1.1,136.7,23.6,35.7,Elysium,55.0,71.2,72.4,42.3,62.9
Lionnn,1.1,219.0,1.2,140.7,27.0,15.7,BLC,82.1,88.2,78.0,67.8,89.2
LittleCake,0.8,150.1,0.8,103.4,22.9,0.0,Aquele lá,16.6,33.7,19.5,36.7,18.8
Lks79,1.4,289.6,1.7,192.4,24.3,40.0,Medellin,99.5,99.3,99.8,49.0,95.8
Lmemore,1.1,235.9,1.2,153.1,33.3,11.8,ONIC G,91.7,87.4,92.0,92.2,98.1
Lmszin,1.0,203.4,1.1,134.7,18.5,24.2,EXODIA,67.5,75.5,68.6,12.2,56.6
Logan,0.9,194.6,1.0,126.7,20.9,6.1,Eclectiq,58.0,55.7,54.4,24.0,45.7
Logic,0.7,172.3,0.7,109.7,23.0,17.7,Rose,34.0,28.0,26.6,38.2,25.5
Logistaa,1.0,204.0,1.2,133.0,24.6,14.0,God Particles,68.4,86.2,65.8,51.1,73.6
LohtuS,0.5,122.3,0.5,80.4,33.1,0.0,Face Off,5.8,7.3,5.1,91.9,19.7
Lorri,1.0,228.0,1.1,138.1,25.9,7.4,Shopify Rebellion GC,87.9,77.1,74.5,60.6,84.4
LotzPlayz,0.9,184.2,0.8,127.0,16.9,10.4,ValorsGG,46.9,42.0,55.0,7.0,33.0
Lou,0.9,195.8,0.9,139.9,30.7,5.2,303 Esports,59.0,52.8,76.9,85.3,74.5
LoveX,1.2,234.5,1.4,153.1,22.7,24.7,Utah Bless,91.0,96.6,92.0,35.9,88.9
Ltomlee,0.4,118.3,0.4,71.0,28.7,0.0,Team Opulence,5.0,5.4,2.7,76.6,13.7
LuPiN,0.8,168.3,0.9,120.7,17.7,4.7,Bottom Fraggers,29.9,44.5,44.0,9.2,25.7
LucK,0.9,212.3,0.8,153.7,25.7,0.0,bolinha de golfe,76.2,30.3,92.3,59.0,68.8
LuciA,0.8,168.0,0.7,114.0,25.3,22.3,Galaxy Esports,29.7,25.2,33.9,57.0,31.6
LuciferAged,0.6,184.0,0.6,127.3,19.7,0.0,AE Ravenous,46.7,15.3,55.7,17.1,28.1
Luck1y,0.9,234.0,1.0,150.3,22.7,11.3,7Krascent,90.8,58.2,89.8,35.7,74.8
Luckyyy,0.3,91.7,0.3,60.0,23.3,0.0,Bún bò Huế,1.4,2.1,1.0,41.0,4.5
Ludzera,1.0,216.4,1.0,135.4,20.0,10.3,4 ruim e 1 ruim,79.9,64.1,70.0,18.9,60.1
Luffy,1.1,240.1,1.3,155.2,22.9,9.3,experientGG,93.5,93.6,93.1,36.8,89.5
LuffysaN,1.0,187.9,1.1,124.2,23.9,52.6,Reckoning Esports,50.4,79.1,49.9,45.3,57.2
LugLumpy,0.8,171.4,0.9,115.3,31.8,17.4,Vexo Esports,33.2,55.5,36.0,88.3,52.6
Lukzban,0.9,181.7,0.8,117.7,29.7,0.0,Raiju e-sports,44.1,39.2,39.9,81.3,49.8
LunaFox,0.6,171.3,0.6,124.3,27.7,0.0,24Haven,33.1,14.4,50.2,71.5,38.7
LuoK1ng,0.9,172.1,0.9,112.3,30.6,24.4,KONE eSports Club,33.9,48.8,31.1,85.1,47.8
Luskka,1.1,204.1,1.1,141.2,28.9,24.3,Rise Gaming,68.4,80.6,79.2,77.6,86.0
LyllionRomantico,1.1,223.7,1.0,156.3,29.0,11.3,UNB Green Owls,85.2,69.3,93.7,78.4,92.0
Lynn,0.9,237.5,0.9,148.2,24.8,8.2,Gen.G Black,92.4,52.0,88.2,52.2,78.3
Lyricen,0.8,178.3,0.7,130.0,18.7,6.7,SLODI REPUS,40.8,20.9,60.3,12.6,28.0
M I N G,0.6,150.3,0.6,93.3,23.0,0.0,nA Whiff Masters,16.8,14.2,11.0,38.2,11.5
M0NK4Y,0.8,161.1,0.7,111.5,23.7,16.9,miracle victory,23.7,23.3,29.8,43.8,23.0
M1Ng,1.2,221.9,1.3,142.5,23.1,25.0,oFby,84.0,94.7,81.0,39.3,84.0
