Player,Rating,Average Combat Score,Kills:Deaths,Average Damage Per Round,Headshot %,Clutch Success %,Teams,ACS Percentile,K/D Percentile,ADR Percentile,Headshot Percentile,Average Percentile
Ange,1.1,185.8,1.2,119.7,23.6,12.8,DarkZero Esports,48.7,85.9,42.6,42.5,55.2
Aninixs,0.8,191.7,0.8,136.0,29.3,14.0,Team Astra,54.3,30.3,70.8,79.8,60.9
Anker,1.0,202.5,1.1,132.5,26.8,5.9,Jadeite,66.8,71.0,64.7,66.4,72.7
Anna,1.0,241.5,1.2,155.7,25.1,14.1,Red Eyes,94.0,82.6,93.3,55.4,91.6
AnnieDro,1.0,175.1,1.1,121.8,22.1,13.6,Cloud9 White,37.0,74.8,45.8,32.3,45.2
Anthem,0.9,206.0,1.0,137.2,24.8,0.0,REJECT,70.1,57.0,73.3,52.2,67.1
Anti,0.9,169.5,0.9,108.2,20.4,7.1,Up Next,30.8,44.2,24.8,21.4,23.3
Antidote,1.0,195.5,1.1,128.1,25.2,14.6,Enigma Gaming,58.9,76.9,57.0,55.9,66.0
AntoL,1.0,207.7,1.2,136.1,23.3,16.2,Synergy,71.6,88.0,71.1,40.5,73.6
Apinya,0.9,203.6,0.9,132.8,26.8,34.9,FW Esports,67.7,47.9,65.2,66.9,65.6
Apoth,1.1,196.8,1.3,128.3,30.9,26.7,Evil Geniuses,60.0,91.6,57.5,85.9,82.1
Apqa,1.0,182.3,1.0,118.9,25.4,12.4,Team Mystic,45.3,57.8,41.3,57.6,49.0
Arkhram,0.4,117.7,0.4,75.3,31.7,0.0,Discord Kitties uwu,4.7,3.5,3.7,87.9,16.8
ArnZ,0.8,186.0,0.8,123.0,14.0,0.0,Tunker,49.0,32.8,47.6,2.3,27.1
Art,0.8,197.2,0.8,125.1,15.4,30.8,Sengoku Gaming,60.5,36.5,51.6,4.3,33.4
Arthwook,0.4,122.2,0.4,88.7,14.3,0.0,Neebs and Weebs,5.7,3.1,8.3,2.8,1.3
Aryu,0.9,157.6,0.8,102.3,21.0,13.0,Action PH,21.2,36.6,18.2,24.9,17.1
AsLanM4shadoW,0.9,212.8,0.9,140.7,28.4,13.0,BBL Esports,76.6,52.3,78.2,75.6,77.5
Asakura,0.3,141.0,0.4,96.0,14.0,0.0,AE Ravenous,12.2,3.6,12.7,2.3,2.4
Asetic,0.6,130.0,0.4,92.0,29.0,0.0,Medics,8.0,6.0,10.2,78.4,17.5
Ash,1.1,252.6,1.2,159.2,28.2,31.0,INS4NE,96.6,85.7,95.3,74.2,96.6
Asitte,1.3,276.8,1.9,171.1,20.1,45.8,Khumbu Esports,99.0,99.7,98.5,19.6,89.4
Askia,0.6,155.0,0.6,103.0,26.0,11.0,Team Brave Soldiers,19.6,14.9,18.8,61.7,21.2
AslaN,0.8,175.9,0.8,117.6,29.5,2.7,BIG,37.8,40.7,39.8,80.6,47.8
Assafin,1.2,208.6,1.3,135.1,20.9,0.0,OS GURI DA GERAL DO GREMIO,72.4,95.1,69.4,23.8,69.6
Assass1N,1.0,199.7,1.1,139.3,29.3,17.7,Blind Esports,63.6,76.8,75.9,79.8,82.6
AssassinSu,0.8,158.3,0.9,103.7,22.3,10.3,Aurelius Esports,21.8,55.2,19.6,33.6,26.6
Astell,0.9,158.8,0.9,106.6,26.0,12.2,Crazy Raccoon,22.0,48.4,22.7,62.4,34.1
Asteriskk,1.0,176.8,0.9,112.0,18.8,24.2,Persija Esports,39.1,45.8,30.6,12.9,25.9
Asuna,1.0,226.4,1.1,145.0,21.5,15.3,100 Thieves,86.7,74.3,84.2,28.3,74.2
Atake,0.7,170.0,0.7,116.3,30.0,7.0,Spectral Purple,31.5,25.8,37.9,82.6,41.5
Attention,0.9,220.5,1.0,147.2,22.2,0.0,Griffin E-Sports,83.2,60.6,87.2,32.8,70.8
Aven,1.0,223.7,1.0,148.7,25.7,11.3,EterNal,85.2,60.7,88.4,59.0,81.7
Avenger,0.6,189.9,0.7,125.1,20.0,5.7,Roulette,52.5,27.5,51.6,18.9,32.8
Aversion,1.0,233.0,0.9,140.3,26.3,10.3,Spectral Esports,90.4,55.0,77.6,63.9,79.0
AvovA,1.0,174.7,1.0,115.6,28.0,24.9,G2 Esports,36.2,58.5,36.9,72.5,49.6
Awkua,1.1,226.2,1.2,142.8,28.9,4.6,Chapter 4,86.6,89.8,81.3,77.7,93.9
AztKk,0.6,138.4,0.5,93.1,30.9,0.0,FUSION,11.1,6.6,10.8,85.8,21.1
B0ra,0.7,164.0,0.7,108.0,27.7,7.7,We Need Sponsor,26.3,27.2,24.6,71.5,32.5
B1azeTap,0.8,167.7,0.7,111.7,17.7,15.0,Vx,29.4,26.4,30.3,9.2,15.1
B1ngSu,1.0,202.8,1.1,131.8,27.9,5.1,HAYABUSA Gaming,67.0,77.6,63.5,72.4,76.9
BABYBAY,1.1,242.7,1.2,156.9,19.1,12.5,FaZe Clan,94.4,87.2,94.0,15.0,80.7
BALEROSTYLE,0.8,187.7,0.8,115.7,22.3,0.0,The Last Dance,50.3,35.8,37.0,33.6,34.4
BALLY,0.9,232.0,1.0,146.0,23.0,0.0,GotyPeeks,90.0,62.4,85.8,38.2,75.5
BANANA,0.4,128.0,0.4,79.0,19.7,12.3,Omni Performance SD,7.3,4.7,4.6,17.1,2.9
BBiyong,0.8,178.2,0.8,116.6,23.7,10.4,Lone Way E-SPORTS,40.7,39.2,38.2,43.4,36.1
BE ALIK3,1.0,215.0,0.9,145.1,29.2,12.2,Aristocrats,78.3,50.5,84.6,79.3,81.5
BEAST,0.9,178.4,0.8,122.0,25.5,15.3,New Moon,40.9,42.5,46.2,57.9,44.4
BELKY,1.0,195.1,0.9,130.3,17.1,31.9,Stars Horizon,58.5,50.4,60.9,8.0,41.5
BENECIA,1.1,198.6,1.3,128.5,22.2,24.1,CNJ Esports,62.4,93.4,57.8,32.7,65.1
BIG CHAD,0.6,141.0,0.4,99.7,27.3,0.0,The Chads,12.2,6.3,16.0,69.9,18.1
BLuezZ,1.0,227.1,1.0,145.7,24.1,6.4,Able Esports,87.3,68.8,85.4,47.5,79.7
BMV,1.0,167.1,1.0,111.1,30.3,15.6,Fancy United Esports,28.9,60.3,29.3,84.1,49.1
BODA,0.8,174.7,0.8,118.3,26.1,9.6,Zenigma Alpha,36.3,34.3,40.6,62.7,40.2
BODIES,0.8,164.0,0.8,102.0,24.0,0.0,Explicit,26.3,35.4,18.0,46.3,25.0
BONECOLD,0.9,159.9,0.9,108.7,33.3,9.2,Acend,22.7,46.8,25.6,92.2,44.3
BONECRACK,0.6,170.0,0.6,115.0,26.7,0.0,StayHydrated,31.5,14.1,35.6,65.9,32.0
BORKUM,1.0,208.0,1.1,135.4,21.4,19.5,Team Secret,72.0,73.3,70.0,27.1,63.7
BRNWOWZK1,1.2,259.4,1.2,169.7,17.8,25.9,INGAMING Esports,97.4,88.6,98.3,9.7,81.8
BUGSYTHEBEAN,0.6,127.3,0.5,87.0,14.3,10.3,Neebs and Weebs,7.0,8.1,7.4,2.8,1.9
BUTTSAHAB,1.0,232.9,0.9,155.0,32.6,0.0,Clarity Esports,90.3,53.7,93.0,90.0,92.1
BaTz,0.8,185.8,0.8,123.6,35.0,4.8,Gx,48.6,40.3,48.9,95.2,60.2
Baaz2k,0.4,121.0,0.4,72.7,13.0,17.7,Fitoor Esports,5.4,5.5,3.1,1.5,1.1
Baboošhka,0.7,136.0,0.6,97.0,28.0,22.0,Aurelius Esports,9.9,13.4,13.5,73.0,19.6
BabyJ,0.9,166.3,0.9,118.3,29.3,0.0,100 Thieves,28.1,48.5,40.6,79.8,47.2
Babyblue,0.9,204.8,1.0,130.5,24.6,9.4,Ghetto Artist,69.1,69.0,61.4,51.2,66.6
Backing Vocal,0.8,180.5,0.8,122.6,23.1,15.0,Raiju,43.3,38.2,46.9,39.4,38.2
Bad,1.0,233.8,1.0,153.4,22.8,18.4,StarBound,90.7,64.5,92.1,36.3,77.9
Baelrosh,0.2,68.0,0.2,45.3,5.5,0.0,Huh,0.3,0.2,0.3,0.0,0.0
Baleia,0.8,146.3,0.7,91.6,22.1,7.4,Beyond Stratos Gaming,14.5,26.6,9.8,32.5,12.1
Banchan,0.7,152.3,0.6,103.0,26.7,0.0,nice try,18.0,13.0,18.8,65.9,21.4
BandiCoot,0.9,180.1,0.9,117.1,22.0,24.0,E-Xolos LAZER,42.6,44.7,39.2,32.0,35.1
Bandit,1.1,231.8,1.2,142.2,17.5,5.2,Exotic,89.8,86.2,80.5,8.7,71.1
Banger,1.3,252.6,1.5,165.9,33.9,6.6,Next eSports,96.6,98.3,97.5,93.3,99.8
Bangnan,1.1,232.7,1.2,150.6,36.0,14.1,DAMWON Gaming,90.3,88.8,90.0,96.5,98.3
Bankroft,1.2,213.8,1.4,138.4,22.4,23.4,Nearest Airport,77.6,97.3,74.8,34.1,78.0
Bape,1.2,285.8,1.3,178.4,21.8,15.0,AstraSect,99.4,93.9,99.2,29.5,90.9
BasilisKKK,0.6,126.3,0.6,100.0,32.3,23.3,Fitoor Esports,6.8,12.8,16.3,89.6,24.8
Bawn,1.0,202.5,1.0,140.0,21.5,13.7,Team Reckaroo,67.0,64.0,77.1,27.6,61.1
Bazzi,1.1,230.6,1.3,147.4,15.8,17.2,Incheon On Sla2ers,89.2,94.1,87.3,4.8,75.0
BcJ,1.1,188.3,1.1,125.8,18.4,16.2,XSET,50.8,76.2,52.6,11.8,45.6
BeYN,1.2,224.2,1.7,149.2,26.4,34.4,F4Q,85.6,99.2,89.1,64.6,94.5
Bea2,0.8,130.0,0.7,84.1,19.6,7.2,Ghetto Artist,8.0,23.3,6.0,16.6,6.1
BearZ,1.2,233.6,1.2,158.1,19.3,10.6,IlluZion,90.6,85.9,94.9,15.7,79.1
BeasT,1.2,245.3,1.6,168.1,25.9,0.0,Clarity Esports,95.1,98.6,98.1,60.4,96.8
Behhnk,0.5,105.3,0.4,71.2,26.4,5.3,REGEN,3.0,4.2,2.8,65.0,10.3
BenJ 锦,0.9,139.3,1.0,97.7,25.7,22.2,Union Gaming,11.5,67.7,14.2,59.3,33.4
Benevolence,0.8,182.3,0.7,121.7,34.7,0.0,UnitedERA,45.2,26.8,45.6,94.6,52.4
Benkai,1.0,178.6,1.1,116.8,25.3,19.4,Paper Rex,41.1,70.2,38.5,56.4,50.3
BerserX,1.0,199.3,1.0,125.8,22.4,18.8,BOOM Esports,63.3,63.4,52.6,34.6,53.0
Bewd,1.0,182.0,1.1,120.2,23.9,20.7,PUGSTARS,44.4,78.4,43.2,44.8,52.1
BiGuNszZ,1.0,246.0,1.0,147.7,23.0,8.3,Zeal,95.3,64.9,87.5,38.2,78.6
Biel,1.1,218.4,1.3,146.0,29.8,15.4,RD E-SPORTS,81.7,92.0,85.8,81.9,95.1
Bielzin,0.8,211.0,0.9,144.7,24.0,0.0,Expect Nothing,74.9,49.3,83.9,46.3,67.8
Big1son,0.9,192.9,0.8,131.4,15.1,11.4,Rated Gaming,55.6,40.0,63.0,3.7,36.5
Bindaso,0.8,184.6,0.8,121.8,25.0,4.2,FIRST PIECE,47.4,39.4,45.8,54.1,44.1
Binks,0.8,134.0,0.9,96.0,17.0,0.0,Team 69,9.4,50.7,12.7,7.5,11.5
Biscoit1n,1.1,243.2,1.1,155.8,24.0,0.0,Rise Gaming,94.5,80.9,93.5,46.3,88.8
BlackFrost,0.4,124.0,0.4,85.0,18.0,0.0,HCK CIBORGS,6.2,5.1,6.4,10.5,2.3
BlackHeart,1.1,196.6,1.1,135.4,25.2,20.1,Built By Gamers Academy,59.7,73.6,69.8,55.7,68.9
BlackMoose,0.9,211.9,1.0,134.7,22.9,8.9,RILLAS,75.7,61.2,68.6,37.0,63.7
BlackWiz,0.9,167.9,0.9,110.2,26.4,10.8,NORTHEPTION,29.6,48.0,27.4,64.3,38.7
BladeZ,1.2,233.6,1.4,145.3,30.1,1.8,LUSA White,90.6,96.7,84.9,83.2,97.3
Blahst,1.0,202.0,1.1,130.9,25.6,22.8,VIRTUOSO,66.4,73.3,62.1,58.6,69.5
Blas,0.8,155.5,0.7,102.9,20.9,50.0,NAOS,19.9,25.3,18.6,23.8,13.2
Blessboy,1.0,208.0,1.1,134.0,17.4,14.2,Agropesca Jacare,72.0,79.7,67.6,8.4,58.2
Bloody,1.0,234.9,0.9,161.4,23.7,4.3,Paradise Esports,91.2,50.0,96.2,43.6,77.0
Bluebear,0.8,159.3,0.7,110.3,24.9,30.5,Team MystiC,22.4,28.0,27.6,53.0,26.9
Blueming,0.9,217.6,1.3,140.4,16.1,22.0,Veni Vidi Vici,81.2,94.6,77.7,5.6,69.0
BoNeS,0.9,178.9,0.9,123.0,29.2,5.5,True Rippers,41.3,44.9,47.8,79.3,52.8
Boaster,0.9,180.2,0.9,118.1,19.6,13.7,FNATIC,42.7,51.0,40.3,16.5,32.8
Bob,1.0,183.5,1.1,126.6,31.4,19.9,Soniqs,46.4,73.5,54.1,87.4,69.9
Bobovo,1.1,221.4,1.2,143.3,24.2,18.6,Run it Down,83.7,84.1,82.2,48.7,83.9
Bon,0.6,155.7,0.7,111.7,21.0,0.0,NANO,20.1,19.9,30.3,24.9,15.1
Bong,0.3,74.0,0.2,57.3,10.3,0.0,Medics,0.5,0.3,0.8,0.6,0.1
Bongsick,0.7,146.1,0.7,101.0,26.0,10.4,Team Inv,14.5,25.2,17.0,61.7,22.3
Boni,0.4,103.0,0.4,65.0,12.0,0.0,onliners,2.8,4.0,1.7,0.9,0.7
Boo,1.0,188.5,1.0,126.3,28.1,22.7,OG LDN UTD,51.2,66.0,53.4,73.8,64.4
BoostedwOw,0.7,153.0,0.7,100.3,19.7,12.7,NPGTxD,18.4,27.2,16.7,17.1,11.2
Boostio,1.0,212.6,1.0,141.1,28.1,7.7,Evil Geniuses,76.4,68.4,79.1,73.7,83.3
Boston,0.9,197.8,0.9,124.7,18.0,2.8,Go 4 Broke,61.2,46.2,50.8,10.5,38.5
Box,0.8,204.0,0.9,136.0,21.0,0.0,Team 12,68.2,44.5,70.8,24.9,51.4
Boyoon,0.9,239.0,0.9,151.0,27.7,0.0,OutAimed,93.0,54.6,90.3,71.5,87.2
Bpg,0.9,181.9,0.9,122.6,24.1,15.4,Arca do Plato,44.4,50.3,46.8,47.5,45.0
BrAvO,0.5,117.0,0.5,80.0,12.3,44.3,GotyPeeks,4.7,6.5,4.9,1.1,1.2
Brad,0.4,112.0,0.4,85.0,21.0,0.0,Monkey Bite Esports,4.0,2.7,6.4,24.9,3.3
Braulino,0.9,153.2,0.9,104.5,30.2,23.8,fakezinho dos guri,18.6,54.2,20.5,83.7,41.3
Brave,0.9,193.6,0.8,124.0,31.9,8.6,Papara SuperMassive,56.9,42.9,49.6,88.4,61.8
BraxxyyF,0.8,206.0,0.8,133.0,29.0,,ChillinWithFriends,70.1,37.8,65.6,78.4,66.9
Brennan,0.5,154.0,0.4,105.3,16.7,0.0,Nocturnals,19.0,4.9,21.2,6.6,5.8
Brewski,0.7,132.0,0.5,96.0,32.7,0.0,Tidal,8.7,11.0,12.7,90.4,23.9
Brick,0.7,133.0,0.5,79.0,19.0,0.0,BRICKEDUP,9.1,11.5,4.6,14.1,3.7
BrightBlue,0.9,155.3,0.9,107.9,18.4,25.2,Straight Warfare,19.8,53.0,24.4,11.6,19.3
Brinks,1.1,223.3,1.3,145.9,22.4,14.8,Gamelanders Blue,85.1,90.4,85.6,34.2,82.3
Brofeld,0.8,176.9,0.8,112.9,26.1,29.3,Jadeite,39.2,34.6,31.8,62.5,38.3
Brookelynn,0.9,228.0,0.9,144.3,31.7,11.0,Team Opulence Black,87.9,48.1,83.3,87.9,86.4
Brtz,0.7,140.6,0.6,99.1,18.1,3.3,Looking for Contract,12.0,13.4,15.5,10.9,5.9
Brush,0.8,146.3,0.7,95.3,17.3,21.3,Run it Down,14.7,24.2,12.0,8.3,7.3
BuLL3T,0.8,127.0,0.8,119.3,23.7,24.0,Team Valor,6.9,37.3,42.0,43.0,26.3
BuZz,1.1,230.7,1.3,149.8,27.2,22.4,DRX,89.3,93.8,89.4,68.8,95.1
Bubbles,0.7,175.2,0.7,117.5,13.7,4.6,Omnipotent Gaming,37.3,24.7,39.6,1.9,17.8
Buhms,0.6,141.4,0.5,89.6,22.8,8.0,Pulsar Red,12.3,10.2,8.7,36.5,8.7
Bullet1,0.9,180.0,0.8,125.3,23.8,13.6,ORN FC Esports,42.3,36.5,52.0,44.2,40.5
BulletX,0.8,166.3,0.7,113.0,22.3,0.0,NPGTxD,28.1,28.5,32.0,33.6,23.7
Bullitt,0.8,198.0,0.6,152.0,26.0,0.0,Divided Sons,61.6,15.8,91.1,61.7,59.2
BurnQ,1.0,201.0,1.0,133.9,15.6,0.0,Everyone's Nemesis,65.7,57.0,67.1,4.5,46.3
BussinBuster,0.6,200.0,0.7,128.0,34.0,0.0,CG,64.1,21.3,56.7,93.6,61.1
Busterrr,1.0,146.0,1.2,142.7,25.3,18.3,Team Valor,14.3,86.7,81.2,57.0,62.2
C0M,1.1,204.3,1.2,136.3,24.8,15.3,Evil Geniuses,68.7,81.1,71.4,52.3,74.3
CATS,0.6,171.7,0.5,109.3,20.3,0.0,Weenie Hut Jr,33.4,10.5,26.3,20.9,14.2
CHICHOO,1.2,198.7,1.2,133.1,28.6,26.3,EDward Gaming,62.5,90.1,66.0,76.2,82.1
CHIMEI,0.8,167.0,0.7,114.6,13.0,8.4,Oblivion Force,28.8,27.0,34.8,1.5,14.3
COOKIEOREOYUMMY1,0.9,218.8,0.9,147.5,23.1,9.9,Lycus Empire,81.9,52.9,87.4,39.5,70.0
CRIMINOSO,0.9,157.2,0.8,114.2,28.2,11.8,REiGN,21.0,34.1,34.2,74.4,37.0
CRUNCH,0.9,210.4,0.9,136.4,31.2,18.2,Illumina Blue,74.2,55.2,71.6,87.0,79.3
CTC,0.9,209.6,1.0,135.4,18.5,23.0,Los Grandes,73.5,67.4,69.9,12.0,56.2
CabezA,1.1,211.4,1.1,139.0,25.8,31.2,zerotwo,75.2,69.4,75.4,59.9,76.8
Caed,0.8,173.8,0.8,122.2,43.8,12.8,Team MystiC,35.5,35.6,46.4,99.4,54.1
Cain,1.0,188.3,1.0,122.2,22.5,10.0,Resonate,50.9,64.3,46.3,34.8,46.9
CamLikesCow,0.4,93.1,0.4,60.4,19.8,0.0,Asian Ravioli,1.6,3.1,1.1,18.0,1.6
Camdog,0.8,182.8,0.7,118.2,21.8,0.0,Go 4 Broke,45.7,26.0,40.5,29.5,29.9
Campion,1.2,286.2,1.6,182.5,23.2,10.3,Project A,99.5,99.0,99.4,40.0,94.3
Carbyn,0.9,185.4,0.9,125.6,25.3,17.9,Free Fall,48.3,44.1,52.4,56.5,48.7
Carlee,0.5,120.8,0.4,88.0,24.2,0.0,Gen.G Black,5.4,5.1,8.0,48.8,8.7
Carnage,0.9,196.4,0.9,134.0,25.8,11.7,Primary Gaming,59.6,52.6,67.4,60.3,62.4
Carolhosdedu,1.0,169.9,0.9,111.5,22.7,0.0,BOD Esports,31.2,47.0,29.8,36.0,30.8
Casblood18,0.9,178.1,0.9,117.4,25.6,21.6,Lycus Empire,40.6,46.1,39.4,58.7,43.6
CeLLo,1.1,255.1,1.2,165.5,23.4,14.2,Odin&Amigos,96.9,85.4,97.4,41.4,90.8
Celin,1.1,187.9,2.0,133.4,31.5,21.5,puGG,50.5,99.8,66.6,87.5,85.6
Cell,0.6,158.0,0.5,108.4,16.2,0.0,SYR,21.5,10.1,25.3,5.8,8.0
Centi,1.0,263.7,1.1,153.0,26.3,8.3,Last Resistance,98.1,73.7,91.9,63.4,92.2
ChAlalala,1.1,181.6,1.2,112.4,21.8,19.8,FULL SENSE,44.0,89.6,31.4,29.5,46.4
Champzera,1.1,216.8,1.2,136.9,25.0,7.6,LUSA White,80.4,81.9,72.6,54.1,79.7
Chance,0.8,166.5,0.8,104.9,30.1,11.2,select few,28.3,42.5,20.8,83.4,40.5
Changwoo,1.1,201.2,1.3,133.0,24.5,39.5,King's Man,65.8,90.3,65.6,50.4,73.9
