Player,Rating,Average Combat Score,Kills:Deaths,Average Damage Per Round,Headshot %,Clutch Success %,Teams,ACS Percentile,K/D Percentile,ADR Percentile,Headshot Percentile,Average Percentile
Osanpo,0.8,155.8,0.8,101.6,18.5,11.2,Feeling,13.7,28.1,14.4,20.1,8.9
OuTLaW,1.0,222.6,0.9,148.1,19.2,11.3,NASR Esports,81.1,50.6,88.0,23.7,64.8
Overflow,1.1,209.8,1.2,142.4,22.2,21.6,Psycho Family,69.4,83.1,81.0,44.1,76.9
P1nA,0.9,156.4,0.9,98.8,29.4,13.3,Team Big BAAM,14.2,35.6,11.8,88.0,31.4
PAIN,0.9,189.7,0.7,127.1,25.0,27.7,Dire Wolves,47.2,20.9,55.3,64.8,45.4
PAULTATO,,156.3,0.6,103.6,14.4,22.6,KPC Computer Studio,13.9,10.6,16.5,3.9,4.4
POISED,0.8,168.2,0.8,113.1,19.6,10.0,Rise,23.3,27.7,29.6,25.3,17.3
POZEIDON,1.2,245.0,1.4,157.7,34.3,0.0,nA Whiff Masters,93.0,97.8,95.1,97.8,99.5
PPDBJ,,197.0,0.9,121.0,27.0,10.3,KPC Computer Studio,55.1,51.3,43.7,78.9,60.1
PTC,1.1,239.4,1.3,149.0,23.0,13.2,FULL SENSE,91.0,91.2,88.7,49.7,89.8
PaidHaxxx,0.8,204.0,0.9,121.8,27.5,16.0,Team - Perfectionists,63.0,41.4,45.4,80.7,60.6
Panic,,165.2,0.8,98.4,34.6,13.2,CrowСrowd,21.2,31.9,11.3,98.0,35.3
PanzeR,1.0,199.0,1.1,131.8,22.9,25.2,Reckoning Esports,57.3,77.5,64.1,49.2,66.4
Papi Chulo,0.9,206.3,0.9,126.0,16.7,0.0,Team SOVIET,65.4,44.5,53.3,10.5,39.8
Paradox,0.8,198.0,0.8,140.0,28.0,0.0,True Rippers,56.2,22.4,76.9,82.6,63.3
ParkJJong,,148.7,0.6,108.3,31.0,9.0,APEX PEOPLE,9.7,9.4,22.9,92.8,26.9
Patiphan,1.1,245.4,1.2,160.8,23.3,2.4,X10 Esports,93.1,85.0,96.7,52.4,91.9
Pepper,0.8,187.0,0.9,122.7,20.7,0.0,BlackBird Ignis,44.0,46.2,47.3,32.8,38.2
Pernalonga,0.7,149.5,0.7,94.4,15.1,6.2,INGAMING Esports,10.1,11.5,8.2,5.9,3.3
Phantom,0.8,163.5,0.7,94.4,17.2,4.3,LAG Gaming,19.0,20.4,8.2,13.4,6.2
PhenomenaL,0.6,108.0,0.4,71.0,26.0,0.0,Namak Boys,1.4,1.7,1.5,72.4,9.3
Piixel,0.8,203.0,0.8,139.3,18.8,14.8,Exality,62.2,25.4,76.0,21.7,44.2
PinOcchiOs,0.8,178.7,0.9,111.0,19.7,0.0,Sharper Esport,34.1,37.2,26.4,26.0,22.7
Pixelzz,1.2,223.0,1.1,142.3,23.7,29.7,Team Valor,81.3,76.9,80.6,55.2,83.6
PokemoN,1.1,255.8,1.3,158.8,36.0,11.3,MAXD Esports,96.6,90.1,95.8,98.8,99.4
Pooh1Tap,,262.0,1.9,146.2,18.7,15.5,X10 Esports,97.5,99.7,86.5,21.2,86.1
Porkys,,145.4,0.6,93.8,16.5,4.5,Kaizen Esports,7.8,7.2,7.6,9.9,2.9
PrallexzR,0.9,198.0,0.9,124.0,17.0,20.0,Team EthereaL,56.2,50.6,49.6,12.4,37.6
Protagonist,1.1,211.6,1.2,128.7,21.1,17.4,Team Arrow,72.0,86.6,58.8,36.3,68.6
Puleule,0.8,150.1,0.7,102.1,17.9,12.5,9z Team,10.4,15.2,14.9,16.4,5.7
Purav,0.9,219.0,0.9,140.0,20.0,50.0,Ragnarok,78.5,48.9,76.9,28.5,61.3
PureR,0.9,196.6,1.0,119.4,18.8,5.6,XSET,54.5,56.6,40.2,21.6,39.3
Quick,1.0,206.4,1.1,127.1,23.2,22.6,FURIA,65.4,72.5,55.2,51.4,65.4
RAINMAKER,0.9,196.9,1.0,129.7,25.3,19.6,INFINITY,54.8,60.7,60.7,68.1,65.4
RAVEN,0.4,116.0,0.4,81.0,18.0,0.0,Hell on Earth,1.6,1.2,2.7,16.8,1.6
RED,0.7,171.0,0.8,108.7,33.0,0.0,Lariox Esports,25.9,25.8,23.6,96.3,38.8
REX,0.9,178.0,1.0,121.0,19.8,37.2,OnlyFriends,33.6,63.6,43.7,26.6,37.4
REiii,0.3,70.0,0.3,42.0,24.0,10.0,Run and Gun,0.5,0.5,0.4,57.7,6.0
RIPablo,0.9,177.0,0.9,124.7,25.0,4.3,BlackBird Ignis,32.6,46.7,50.8,64.8,48.4
RIZKYMD,0.7,125.2,0.6,82.2,21.8,18.0,ONIC G,2.7,9.7,3.4,40.5,5.5
ROACH,1.2,254.3,1.3,155.7,34.0,0.0,Union Gaming,96.2,94.6,94.0,97.3,99.5
RUBINO,,163.6,0.9,110.4,31.2,21.4,Team Heretics,19.1,41.4,25.8,93.5,42.5
Rac,0.3,49.0,0.1,18.0,25.0,0.0,W Gaming,0.1,0.1,0.1,64.8,7.0
Rafaaaa,1.1,223.5,1.1,130.3,25.6,19.9,F1LS Esports,81.9,79.7,61.7,69.1,83.0
Rainy,1.0,179.1,1.1,113.5,23.8,7.8,CBT Gaming,34.6,70.0,30.2,56.8,46.9
Raitoz,1.0,205.0,1.0,134.2,20.2,29.6,Lexious Gaming,64.2,66.7,69.0,30.0,60.5
Rathk0m,1.1,208.2,1.2,136.6,22.6,17.4,New Genesis Esports,67.5,87.2,72.1,47.0,75.3
Rawkus,0.9,167.2,1.0,107.1,22.9,16.1,FaZe Clan,22.4,56.2,21.2,49.4,31.1
Razer,0.8,264.0,0.9,154.0,20.0,11.0,Team Revanant,97.8,43.3,92.8,28.5,71.9
Rb,1.0,193.3,1.2,128.7,27.0,15.7,Vision Strikers,51.0,83.8,58.6,78.4,74.9
Real8,0.8,145.0,0.7,100.0,31.0,12.3,EGO,7.6,15.4,13.1,92.8,24.8
Reav,1.1,182.7,1.1,109.3,19.0,11.0,Union Gaming,38.1,79.6,24.2,22.6,36.2
Redgar,1.0,172.9,1.0,114.4,28.6,19.1,Gambit Esports,28.4,64.2,31.7,85.0,53.8
Redneval,0.8,184.7,0.8,114.9,20.8,0.0,Team Big BAAM,40.9,22.4,32.7,33.8,25.2
Reita,1.1,237.6,1.2,143.7,21.5,16.0,ZETA DIVISION,90.0,88.5,83.2,38.7,85.3
RelliK,0.7,166.3,0.8,100.7,27.3,0.0,True Rippers,22.0,25.9,13.6,80.3,28.7
Reverse,,153.9,0.8,98.7,18.8,9.5,Reven Esports,12.4,24.0,11.7,21.5,7.7
Rexus,1.1,215.0,1.2,137.3,28.3,13.7,La7zag Esports,74.9,89.1,73.3,84.3,90.1
Rexy,1.1,201.1,1.2,127.4,28.9,18.5,GodLike Esports,60.0,88.7,56.1,86.4,82.4
Ripper,0.9,165.7,0.9,109.7,42.0,8.7,Oasis Gaming,21.5,37.9,24.9,99.7,43.6
Rixad,0.9,181.8,0.9,120.6,25.2,8.2,Psycho Family,37.2,50.8,42.8,66.9,49.4
RoBeeee,0.7,143.1,0.6,96.3,14.9,13.0,LAG Gaming,6.9,9.1,9.3,4.6,2.5
RoY,0.9,191.3,0.9,121.0,12.0,0.0,Zeusaberz Esports,48.9,48.5,43.7,2.0,29.2
RockeT,1.0,262.0,1.1,172.8,28.7,18.4,Team RA'AD,97.4,76.8,98.7,85.4,96.7
RozsteR,1.0,245.7,1.1,149.3,30.0,0.0,Insurgent Esports,93.3,77.2,88.9,89.7,95.7
Rushifer,0.6,159.7,0.5,114.0,19.7,0.0,Hell on Earth,16.1,4.6,31.2,26.0,9.7
RvK,0.9,180.9,1.0,111.5,29.7,27.7,F1LS Esports,36.5,55.2,27.0,88.9,52.9
RyZzi,,133.9,0.6,85.6,22.2,6.9,TNL Esports,4.1,8.9,4.4,44.1,6.3
Ryu,,235.6,1.1,143.8,26.3,10.7,Reven Esports,89.5,77.7,83.7,74.3,91.3
S1NoU,0.9,187.3,0.9,130.7,21.0,8.0,Alterfox Esports,44.6,37.2,62.4,35.4,42.2
S4n71,0.6,131.7,0.6,82.6,23.7,0.0,Pana.Rabbit,3.8,5.5,3.5,55.6,7.4
SHEHAN,0.8,151.0,0.7,94.0,17.0,14.0,Tenacity,11.0,12.8,7.9,12.4,4.3
SKwow,0.6,151.7,0.6,90.7,12.7,33.0,Team Inazuma,11.3,10.3,6.0,2.5,2.7
SMH,1.1,255.0,1.1,167.3,16.0,33.0,Team SOVIET,96.3,74.1,98.1,7.9,76.4
SRR,1.2,236.0,1.5,152.0,31.0,25.0,Salt Esports,89.6,98.8,91.2,92.8,98.5
SSSami,1.0,211.6,1.2,129.4,20.4,9.8,Team 69,72.1,84.5,60.0,31.5,66.5
STING,0.8,189.0,0.8,120.3,19.0,23.3,Lethal Esports,46.4,22.8,41.8,22.6,26.4
STOOKERRRRR,0.9,175.0,0.8,112.3,25.7,10.3,Alterfox Esports,30.7,34.0,28.3,69.7,35.5
STRANGER,1.2,223.8,1.3,136.8,23.3,22.5,Salt Esports,82.0,94.7,72.3,52.5,85.4
SUYGETSU,0.9,185.7,0.9,125.7,29.8,2.0,forZe,42.1,52.0,52.7,89.2,62.7
SWERL,1.1,207.2,1.1,135.0,30.1,10.8,Wildcard Gaming,66.5,79.1,70.0,90.1,86.3
SaVi,0.7,176.3,0.6,106.3,20.7,0.0,Lethal Esports,32.1,10.3,20.1,32.8,14.8
Sacy,1.2,254.7,1.3,161.6,26.1,13.2,Team Vikings,96.2,93.9,97.4,73.4,97.1
Safiro,,177.7,0.7,109.3,17.7,0.0,Meta Gaming,33.0,14.8,24.2,15.1,12.4
Saga,1.0,209.0,1.1,128.3,23.0,23.0,RedFire.Wasd Arena,68.0,68.7,58.0,50.1,65.5
Sam,,215.0,0.9,126.7,17.7,0.0,Funkboings,74.9,41.1,53.9,15.1,43.9
SamuraiDeeper,0.9,217.0,0.9,145.0,20.3,0.0,REJECT,76.8,48.4,85.0,30.9,64.3
Sancho,,200.3,0.8,126.8,16.7,32.3,Akave Esports,59.4,33.5,54.4,10.6,34.5
Sand,1.2,205.8,1.1,141.2,31.0,28.2,Team RA'AD,64.9,81.6,78.9,92.8,89.2
SasuKe,0.9,198.2,0.9,130.1,27.0,19.3,FUT Esports,56.4,40.1,61.2,79.3,63.2
Sayf,1.1,226.5,1.2,145.0,23.7,21.4,Guild Esports,84.2,88.4,85.0,55.8,87.8
Scargod,1.0,203.3,1.1,116.8,28.5,11.6,F1LS Esports,62.5,71.0,36.2,84.8,68.8
ScreaM,1.3,278.8,1.6,175.4,33.7,9.0,Team Liquid,99.4,99.2,99.0,96.8,99.8
Secret,0.9,174.7,0.9,113.4,19.7,32.8,DAMWON Gaming,30.2,40.1,30.0,26.0,23.4
Seoldam,1.1,247.0,1.2,146.1,22.5,8.4,NORTHEPTION,94.0,86.0,86.3,46.2,87.5
SepiaMars,0.8,170.7,0.7,103.7,23.1,3.0,Insomnia,25.6,17.9,16.6,51.0,19.2
Seraph,1.0,209.5,1.1,129.1,22.9,8.3,KRÜ Esports,68.8,72.6,59.4,48.9,67.1
Sh0ckwave,0.9,191.0,1.1,122.7,17.7,19.2,Six Karma,48.9,80.0,47.4,15.3,46.7
ShadoW,0.8,178.9,0.9,112.5,22.1,9.1,EvilG,34.5,44.3,28.5,43.4,31.9
ShahZaM,1.1,221.6,1.2,137.1,21.7,18.8,Sentinels,80.1,89.4,72.9,40.2,78.6
Shalaby,1.1,241.1,1.2,159.0,17.6,20.1,Anubis Gaming,91.9,84.6,95.9,14.8,81.0
Shanks,0.9,200.3,1.0,119.7,17.3,8.9,Rise,59.3,56.8,41.1,13.7,38.6
Shao,1.2,227.5,1.3,145.2,27.8,10.0,FunPlus Phoenix,84.8,93.5,85.5,81.8,95.2
ShawateRR,0.9,183.9,0.9,125.9,24.3,3.6,NASR Esports,40.3,36.1,53.1,59.8,45.9
Shawn12590,0.9,204.1,0.9,129.4,21.7,8.1,Gen.G,63.2,50.4,60.1,40.1,54.8
Shiro,1.0,206.0,0.9,133.0,16.0,15.0,ONIC G,65.2,45.2,66.8,7.9,44.0
Shniider,1.0,210.5,1.0,141.9,37.1,29.1,Team RA'AD,70.6,65.6,79.6,99.1,88.2
ShoT_UP,,244.8,1.1,152.7,20.3,0.0,Immortals,92.9,73.2,91.6,30.9,81.7
ShuvHoe,0.8,145.7,0.7,95.3,30.7,0.0,Insurgent Esports,8.0,20.7,8.5,91.9,25.0
Shylx,0.6,131.7,0.6,80.0,31.7,10.3,EvilG,3.7,6.3,2.4,94.3,17.5
SicK,1.1,220.8,1.3,140.2,23.2,27.4,Sentinels,79.7,90.8,77.5,51.7,85.1
Sickya,0.7,161.3,0.7,113.0,32.0,7.0,Onyx Ravens,17.6,13.3,29.3,94.9,33.2
SimonD4rk,,209.8,0.8,182.0,14.1,0.0,tyeasy,69.3,26.6,99.4,3.7,50.0
Simple,,225.5,1.2,142.7,23.8,8.7,Reven Esports,83.4,84.4,81.8,56.6,86.3
Sin,0.4,175.0,0.5,104.0,22.0,0.0,GLADIATORS,30.7,4.9,17.0,42.3,14.6
SkRossi,1.2,287.7,1.5,173.9,25.8,23.8,Global Esports,99.5,98.1,98.9,70.9,98.3
SkaNoodles,1.0,175.5,1.1,121.0,23.4,21.8,Team RA'AD,31.2,68.5,43.7,53.2,48.8
Skay,0.6,167.0,0.6,107.3,38.3,0.0,Clarity,22.1,6.8,21.5,99.3,31.5
Skeeyy,0.8,161.3,0.6,105.3,20.0,0.0,REJECT,17.6,11.3,19.1,28.5,9.1
Skoobywnl,0.6,103.0,0.5,67.0,13.7,30.7,xCeed,1.0,3.3,0.9,3.2,0.4
SkuLLL,,164.0,0.6,98.0,28.3,0.0,Kaizen Esports,19.8,5.8,11.0,84.1,22.1
Skuzmi,0.9,193.8,0.9,130.0,21.8,7.6,Alterfox Esports,51.6,50.1,60.9,40.9,51.6
Slash,,179.5,0.9,122.0,24.8,4.5,GoNGo Prince,35.0,41.9,46.0,63.0,44.5
Sleepy,1.0,244.8,1.0,151.5,20.0,0.0,SCYTES,92.9,68.1,90.6,28.5,77.5
Slumber,0.9,182.6,1.2,114.3,16.1,15.0,Damaru Gaming,38.0,86.2,31.5,8.4,35.8
Smasher,,189.8,1.0,131.0,11.8,10.5,Reven Esports,47.3,53.3,62.9,1.6,36.5
Smiley,0.9,190.2,0.9,113.7,14.8,24.0,Team - Perfectionists,47.6,41.7,30.4,4.4,22.8
SmokeA,0.8,186.3,0.7,132.0,31.3,0.0,FS Esports,42.5,16.6,64.8,93.9,56.0
Sneaky,0.8,158.8,0.7,109.5,18.5,8.0,Top Gear,15.7,14.2,24.5,19.8,8.5
Snip3down,0.4,145.0,0.4,89.0,10.0,0.0,GLADIATORS,7.6,1.6,5.6,0.7,1.0
SoUl RiV3R,1.1,215.6,1.3,130.0,15.6,18.8,Crash Landin on You,75.4,89.9,60.8,6.6,61.2
SorryS,0.5,128.4,0.5,81.9,36.0,0.0,Clarity,3.1,3.5,3.1,98.8,18.1
SouhcNi,0.6,157.9,0.7,104.9,26.1,0.0,Fire Flux Esports,14.9,11.4,17.9,73.8,21.4
Sound,,154.0,0.6,114.7,20.7,8.0,APEX PEOPLE,12.5,8.7,32.2,32.8,12.2
Sp1ke,0.8,201.8,1.1,123.5,16.7,34.1,One Breath Gaming,60.7,78.6,48.4,10.9,50.0
SpYzera,0.9,180.0,0.9,120.2,27.2,14.8,NASR Esports,35.7,49.7,41.7,79.9,52.8
Spectre,0.9,226.6,1.0,140.9,26.0,6.8,Regal E-Sports,84.3,55.6,78.4,72.4,82.2
SplitAnn,0.7,128.7,0.5,82.7,11.0,0.0,Bi eSports,3.2,4.9,3.6,1.1,0.7
Spring,0.7,169.3,0.7,105.5,20.5,12.7,Five Ace Esports,24.5,17.0,19.4,32.4,14.3
Stanz Kun,0.7,160.0,0.7,93.0,7.0,100.0,Ragnarok,16.6,14.5,7.2,0.1,3.8
SteelBoDy,0.9,161.7,0.8,105.1,29.6,5.6,Team Novas,17.8,23.2,18.6,88.4,30.5
StinG,0.8,216.3,0.9,136.0,34.7,0.0,Lethal Esports,76.2,38.5,71.4,98.1,79.7
Storax,1.1,205.3,1.2,125.5,17.2,9.7,Team Exploit,64.3,83.2,52.5,13.5,54.7
Subang,0.9,129.0,0.8,80.0,15.0,,PN Crew,3.4,27.9,2.4,5.2,3.8
Subroza,1.0,231.7,1.1,146.6,33.3,19.0,TSM,87.7,69.6,86.9,96.5,94.3
SugarZ3ro,1.0,174.9,0.9,120.1,26.9,18.3,NORTHEPTION,30.4,51.8,41.4,77.7,50.9
Suggest,1.0,212.6,1.2,132.3,33.9,9.6,NUTURN,73.1,82.2,65.2,97.1,89.0
Sugoi,0.9,203.0,0.8,138.8,19.8,7.5,Top Gear,62.2,29.9,75.3,26.6,48.1
Suhaib,0.4,87.0,0.4,57.3,13.7,0.0,SE Necrosis,0.5,1.1,0.5,3.2,0.3
Suinz,0.9,189.3,0.9,123.3,15.0,12.7,Onyx Ravens,46.8,40.7,48.2,5.2,28.6
Suka,0.8,170.9,0.7,111.2,22.2,24.3,CERBERUS Esports,25.8,19.2,26.8,44.1,20.7
Sukuna,0.7,163.0,0.5,111.0,28.0,0.0,W Gaming,18.7,4.4,26.4,82.6,25.8
SuperBusS,0.9,175.4,0.8,117.4,22.4,16.0,FULL SENSE,31.1,34.2,37.0,45.7,30.6
Sushiboys,1.1,199.6,1.1,128.9,19.8,12.0,X10 Esports,58.4,80.3,59.1,26.9,58.3
SylFy,1.0,186.7,1.0,121.8,20.1,21.7,FAV gaming,43.3,63.7,45.4,29.6,43.2
TENNN,1.1,217.4,1.1,141.3,22.8,22.5,NORTHEPTION,77.2,80.6,79.1,48.6,80.2
TENSAI,1.0,223.2,1.1,146.1,24.0,10.7,FENNEL,81.7,70.7,86.3,57.1,84.1
TERNOS,1.1,170.3,1.1,117.7,24.7,17.3,La7zag Esports,25.2,73.6,37.3,62.1,49.7
TORANECO,,205.5,1.0,139.9,19.3,12.9,FIRST Gaming,64.4,65.3,76.5,24.5,60.9
TRQ,0.9,197.0,0.9,131.2,28.8,24.5,New Genesis Esports,55.1,44.6,63.5,85.7,66.5
TS,,201.7,1.0,119.7,22.0,11.8,TNL Esports,60.6,60.4,41.2,42.3,51.9
TTyke,1.3,318.0,1.4,205.7,26.7,14.0,Fraggerz,99.9,97.4,100.0,76.3,98.9
TaNG,0.5,136.0,0.4,96.0,9.0,0.0,Team Revanant,5.0,1.5,9.0,0.5,1.1
Tachroon,0.7,158.4,0.6,114.8,21.0,18.6,Exality,15.6,10.3,32.4,35.4,14.5
Tacolilla,1.0,196.0,1.1,123.9,19.8,11.8,Australs,53.7,72.7,49.3,27.3,51.4
TakaS,,184.3,0.8,113.9,15.9,10.1,DfuseTeam,40.7,31.4,30.6,7.3,18.9
Temperature,0.7,153.6,0.7,109.5,30.5,5.1,Gen.G,12.3,13.9,24.6,91.2,28.8
TenZ,1.2,261.6,1.4,158.3,18.2,13.3,Sentinels,97.3,97.6,95.4,18.3,86.8
Terrorist,1.1,239.7,1.0,146.3,17.3,0.0,Team EthereaL,91.1,66.5,86.8,14.2,70.8
Texta,1.2,234.2,1.3,151.5,18.3,23.4,ORDER,88.9,94.4,90.6,18.9,83.3
Thanos,1.0,220.0,1.0,141.0,21.0,7.7,Team Novas,79.3,61.8,78.7,35.4,69.5
TheNightChe,,190.3,0.8,131.7,33.9,3.7,OtherSide,47.8,27.1,64.0,97.0,62.6
ThinZ,1.0,211.0,1.2,118.8,17.8,13.4,Damaru Gaming,71.1,81.7,39.2,15.9,53.2
ThunderFlash,0.9,165.4,0.8,103.4,16.2,8.4,Crash Landin on You,21.4,31.5,16.4,8.6,9.8
TiGG,0.9,185.8,0.8,122.6,22.2,2.8,Luminosity,42.2,31.3,47.0,43.7,35.8
Tian,,209.3,1.1,125.0,29.3,17.0,Team Divinity,68.6,75.3,51.6,87.9,79.2
Tio,,152.8,0.8,102.4,21.3,22.1,Furious Gaming,11.9,30.9,15.4,37.0,14.8
Tisora,1.0,235.0,1.1,145.4,16.8,10.4,Jaguares Esports,89.3,76.0,85.7,11.4,71.8
Tommy,0.8,143.9,0.6,94.0,24.5,11.9,Paper Rex,7.0,11.2,7.9,61.4,12.7
Tonbo,0.9,178.0,0.8,118.8,23.8,2.0,FENNEL,33.6,26.5,39.2,56.5,33.5
Toon,1.0,190.5,1.0,133.9,21.1,2.9,YaLLa Esports,48.1,58.5,68.4,36.1,54.1
Toronto,0.8,189.2,0.8,120.5,21.0,8.5,Oxygen Esports,46.7,31.8,42.4,35.4,33.6
Tsar,1.0,202.3,0.9,137.1,19.0,13.4,Zeusaberz Esports,61.6,51.7,73.0,22.6,53.7
Tuna,1.3,214.9,2.4,137.1,26.1,32.0,Anubis Gaming,74.8,100.0,73.1,73.5,90.0
Turko,1.0,182.0,1.1,116.7,31.1,14.8,Papara SuperMassive,37.4,79.3,36.0,93.2,65.7
TwoPotz,0.8,171.4,0.8,107.5,23.4,3.5,Border Monsters,26.7,26.7,21.8,53.5,24.7
UNNSTO,0.8,191.8,0.9,118.3,16.9,9.2,9z Team,49.5,45.7,38.4,11.5,29.6
Uniq,0.7,145.0,0.6,87.9,16.0,0.0,FEARUS,7.6,7.1,4.9,7.9,2.2
Unity,0.9,165.3,0.9,109.3,25.7,13.5,Oxygen Esports,21.3,49.6,24.0,70.0,36.4
Uruuko,0.9,170.5,0.9,114.0,24.2,9.0,Mythociast,25.4,37.6,31.2,59.5,32.9
Uzair,0.6,162.0,0.5,112.0,8.0,0.0,GLADIATORS,18.1,2.1,28.0,0.3,4.7
V1vaMeSs1,0.9,163.8,0.8,106.8,21.8,15.0,RTG eSports,19.3,29.2,20.6,40.5,18.6
V3NAND1,0.6,125.1,0.5,81.6,23.5,14.2,Damaru Gaming,2.6,2.6,3.0,54.1,6.4
VIPP33R,1.1,221.1,1.0,153.5,19.1,4.9,YaLLa Esports,79.8,68.1,92.4,23.4,72.4
Vaab,1.1,240.0,1.1,152.0,29.0,13.0,Team Assassins,91.3,75.3,91.2,86.9,95.1
VaiByGoD,0.9,205.0,0.9,131.0,21.0,0.0,YODHA Esports B,64.3,48.9,62.9,35.4,54.4
Vasooli,0.9,212.0,0.9,127.0,10.0,0.0,Bi eSports,72.6,45.2,54.9,0.7,39.5
VeDeren,0.9,150.2,0.8,96.5,19.8,3.8,Team Legion,10.5,23.0,9.7,26.6,7.8
VectroN,0.8,146.7,0.7,96.4,11.6,8.3,Insurgent Esports,8.5,19.3,9.5,1.6,3.9
Victor,1.0,207.4,1.0,133.4,22.6,20.2,Envy,66.7,64.7,67.4,47.4,65.8
Violence,,213.0,1.0,122.5,15.5,15.0,Akave Esports,73.4,64.6,46.9,6.4,46.5
Vixeria,1.3,164.0,2.2,104.0,16.0,50.0,Lexious Gaming,19.8,99.9,17.0,7.9,29.3
Vlady,,147.3,0.7,133.6,20.0,0.0,tyeasy,8.9,13.5,67.7,28.5,21.5
Vox,1.0,224.2,1.1,154.5,27.8,8.2,Team Validus,82.2,78.2,93.0,81.4,93.2
Vue3,,159.9,0.8,88.6,26.4,8.9,BLUE BEES.ESP,16.4,23.1,5.3,74.8,21.6
W1nner,0.8,171.3,0.9,110.5,24.1,15.8,CBT Gaming,26.5,39.1,25.9,58.8,31.7
WARDELL,1.0,240.6,1.1,142.9,20.7,10.9,TSM,91.7,78.7,81.9,33.3,80.5
WAT,0.9,181.2,0.8,122.7,29.1,3.8,Mindfreak,36.8,33.6,47.3,87.5,52.2
WATSON,0.7,174.0,0.8,125.0,24.0,10.0,m.eS Revolutionary Gamers,29.8,27.9,51.6,57.7,37.0
WIX,,164.7,0.7,105.0,36.7,9.3,APEX PEOPLE,20.4,12.5,18.3,98.9,31.6
WKN,,168.5,0.9,104.8,18.7,9.5,Wygers Argentina,23.6,45.0,17.8,21.3,17.7
WRONSKI,1.2,293.1,1.3,185.0,27.9,7.1,PEACE,99.6,92.3,99.5,81.9,98.8
Warlock,1.2,251.0,1.3,156.0,26.0,58.7,Mythociast,95.1,92.3,94.2,72.4,96.2
Weebie,0.8,175.0,1.0,111.0,25.0,7.5,Team Validus,30.7,53.3,26.4,64.8,40.5
West,0.8,174.0,0.8,114.0,22.2,16.0,Team Validus,29.8,22.0,31.2,44.8,24.0
Whimp,1.0,182.8,1.1,114.0,23.8,20.9,Team XO,38.2,75.5,31.2,56.7,51.1
WhiteHorse,1.0,185.0,1.0,119.3,28.3,8.3,GodLike Esports,41.4,60.1,40.1,84.3,58.8
Widelord,0.9,195.3,0.8,130.2,21.0,11.3,Aquiver,52.9,29.0,61.6,35.4,41.4
Winteryrook,,203.3,0.9,120.6,22.9,12.3,GMT Esports,62.6,38.7,42.8,49.3,47.7
Witz,1.0,205.7,1.1,136.9,20.4,9.8,Team Secret,64.7,71.5,72.5,31.3,64.1
Wyz,1.0,231.2,1.2,138.4,21.6,13.9,E-Xolos LAZER,87.3,86.1,74.8,38.9,80.8
XAYREN,0.5,142.0,0.5,83.0,19.0,0.0,Namak Boys,6.3,3.3,3.8,22.6,3.5
XOD1AC,,164.8,0.7,100.1,30.0,8.4,Cyber Skull Esports,20.5,18.5,13.4,89.7,29.0
Xandrite,,225.3,0.9,139.1,15.3,0.0,BLUE BEES.ESP,83.2,43.1,75.7,6.1,53.3
Xanzus,1.0,231.0,1.1,142.0,25.7,44.3,Mythociast,86.9,70.4,79.8,69.7,86.5
Xeppaa,1.1,219.0,1.1,144.7,19.6,18.4,Cloud9,78.3,74.6,84.4,25.4,72.0
XiSTOU,0.9,197.2,0.9,125.1,25.2,14.5,Oxygen Esports,55.4,51.5,51.9,67.2,58.9
YANKAS,,274.4,1.3,159.4,23.9,13.6,Zero Zone,98.9,91.4,96.2,57.0,94.9
YHchen,0.7,158.3,0.7,92.7,23.0,12.0,Five Ace Esports,15.4,12.5,6.9,50.1,11.6
YTre1oad,0.6,189.0,0.6,119.3,22.0,0.0,xCeed,46.4,10.0,40.1,42.3,28.0
YaBoiDre,1.0,224.9,1.0,142.3,25.8,5.0,Luminosity,82.9,61.2,80.8,70.4,84.0
Yacine,1.0,225.5,1.1,141.0,20.4,17.4,Guild Esports,83.3,71.9,78.6,31.8,72.9
Yato,,214.3,1.2,140.9,22.2,21.9,İstanbul Wildcats,74.2,86.3,78.4,44.1,78.9
Yifang,1.0,210.0,1.0,142.4,24.5,3.0,Legacy Esports,69.9,57.9,80.9,61.2,74.5
Yohann,0.7,160.5,0.7,98.5,16.8,7.0,Galaxy Racer,16.9,11.7,11.5,11.1,4.9
Yomari,0.9,222.3,1.0,137.7,24.3,0.0,PN Crew,81.0,59.0,73.9,60.3,75.6
Yuicaw,1.1,259.2,1.3,158.7,19.8,16.8,CBT Gaming,97.1,89.8,95.7,27.3,87.0
YuskiChusk,0.8,164.0,0.8,112.0,44.0,0.0,Lariox Esports,19.8,31.7,28.0,99.9,41.6
ZaPoTeX,1.0,252.0,1.2,155.3,23.3,19.3,Exality,95.4,82.1,93.7,52.8,90.8
ZachaREEE,0.9,160.5,0.8,109.6,24.7,25.9,FaZe Clan,16.8,31.3,24.7,62.6,27.0
Zakren,,165.2,0.8,99.7,20.4,7.8,Wygers Argentina,21.1,30.7,12.7,31.3,15.0
Zalabya,0.9,177.0,1.0,115.8,23.2,5.0,RTG eSports,32.6,53.9,34.3,52.2,39.2
Zellsis,1.0,227.4,1.0,144.0,19.6,10.3,Version1,84.7,67.5,83.9,25.1,71.5
Zelyn,0.9,184.4,0.9,116.9,24.5,5.1,FULL SENSE,40.8,51.0,36.5,61.3,46.1
Zennakukin,,238.8,1.0,148.2,19.2,12.8,BLUE BEES.ESP,90.5,61.0,88.2,24.0,72.5
