Player,Rating,Average Combat Score,Kills:Deaths,Average Damage Per Round,Headshot %,Clutch Success %,Teams,ACS Percentile,K/D Percentile,ADR Percentile,Headshot Percentile,Average Percentile
B1ack,,181.8,0.9,,,,Titan Esports Club,33.5,24.6,,,22.0
BABYBAY,1.0,198.2,1.2,129.8,22.0,34.7,G2 Esports,63.3,83.4,61.6,5.2,52.7
Babyblue,0.9,178.1,0.9,114.8,32.5,,JDG Esports,29.4,27.5,20.5,75.9,33.5
Bai,0.9,202.0,0.8,138.0,31.7,,All Gamers,71.2,16.3,80.8,68.9,64.2
BeYN,1.0,170.9,1.0,112.7,26.8,32.8,DRX,19.5,48.2,18.2,31.3,22.7
BerLIN,0.9,153.5,0.8,101.1,32.2,,FunPlus Phoenix,5.8,9.3,3.9,73.3,14.1
BerserX,1.0,197.5,1.1,130.3,25.9,28.2,BOOM Esports,62.3,81.2,63.8,23.5,60.1
Biank,0.8,173.8,0.9,110.3,22.8,37.4,Trace Esports,22.7,23.3,15.3,7.5,8.3
Boaster,0.9,153.7,0.9,101.4,26.0,37.6,FNATIC,6.1,24.9,4.2,24.1,5.8
Boo,0.9,154.6,0.8,99.5,33.7,23.2,Team Heretics,7.0,15.7,3.3,82.1,19.2
Boostio,0.7,143.0,0.7,94.4,28.3,30.2,100 Thieves,3.5,3.8,2.0,45.6,4.8
BuZz,1.0,222.5,1.1,143.7,22.0,27.0,T1,89.8,72.8,89.3,5.5,73.8
C0M,1.0,176.4,1.0,122.0,25.4,28.6,LEVIATÁN,25.6,46.6,40.1,20.2,27.8
CB,0.9,202.1,1.0,128.1,26.2,,Nova Esports,71.9,45.7,56.0,25.1,46.0
CHICHOO,1.0,198.2,1.1,131.4,28.2,28.1,EDward Gaming,63.6,82.4,66.4,44.3,73.2
CLZ,0.9,161.7,0.8,110.3,32.5,31.1,ZETA DIVISION,10.2,18.8,15.0,75.6,23.6
Cangshu,0.8,158.2,0.8,108.2,26.7,,Dragon Ranger Gaming,8.3,11.8,11.7,30.9,6.4
Chronicle,1.0,198.4,1.1,133.1,25.5,21.0,FNATIC,63.9,74.1,72.0,21.2,60.4
Click,0.8,193.0,0.9,121.3,37.1,44.9,Gentle Mates,53.4,31.9,39.4,95.1,55.6
Cloud,1.0,193.6,1.0,130.1,29.8,17.0,GIANTX,55.3,46.3,63.5,56.7,56.5
Coco,1.0,200.2,1.0,131.5,32.7,,Titan Esports Club,68.4,54.3,66.8,77.4,75.4
ComeBack,1.0,217.2,1.1,140.3,34.1,20.0,Gentle Mates,85.3,67.1,83.1,84.4,89.8
Crws,0.9,161.2,0.9,108.1,24.7,31.3,TALON,9.9,19.8,11.4,15.0,5.4
Cryocells,1.2,235.0,1.4,154.8,28.8,27.7,100 Thieves,96.2,99.7,97.7,50.5,94.9
CyvOph,1.1,202.4,1.0,126.7,31.6,13.0,Team Vitality,72.8,58.5,52.4,67.8,71.2
DH,1.0,185.9,1.0,120.5,37.8,45.3,T1,42.2,45.4,36.5,96.7,55.9
Dambi,1.0,215.8,1.0,135.9,23.9,39.7,Nongshim RedForce,83.7,53.0,77.2,12.4,57.8
Dantedeu5,0.9,186.9,0.9,122.5,25.1,21.7,KRÜ Esports,42.8,21.7,41.0,17.9,24.9
Demon1,1.0,197.0,1.0,132.7,34.9,20.2,Dragon Ranger Gaming,60.4,56.2,71.3,87.9,78.0
Dep,1.0,221.4,1.1,141.5,29.8,26.0,ZETA DIVISION,88.5,65.5,85.7,56.4,84.7
Derke,1.1,238.6,1.1,156.1,25.5,43.0,Team Vitality,98.4,75.7,98.4,20.8,83.1
Derrek,1.0,190.8,1.0,131.6,32.4,18.7,Evil Geniuses,49.5,40.6,67.4,74.9,61.7
Deryeon,0.9,178.7,0.9,117.9,25.3,20.4,Global Esports,31.0,32.9,28.7,18.6,20.8
Dynamite,,178.7,0.8,,,,Titan Esports Club,30.4,14.4,,,13.1
Elite,1.0,177.0,1.2,120.4,36.9,21.7,Karmine Corp,27.2,86.9,35.5,93.8,67.4
Eren,,168.0,0.8,,,,TYLOO,16.3,17.3,,,8.0
Estrella,0.9,165.0,0.9,107.7,27.8,34.2,DRX,13.4,34.5,10.4,42.0,15.7
Ethan,1.0,193.9,1.0,125.0,23.4,45.4,Mega Minors,55.9,57.8,48.5,11.1,39.0
Ezeir,1.1,217.9,1.1,133.6,22.9,,Nova Esports,86.3,68.1,73.3,7.8,63.9
Famouz,1.0,221.9,1.0,140.7,19.2,26.9,BOOM Esports,89.1,58.8,84.7,2.0,63.6
FengF,0.8,189.7,0.9,115.1,26.7,27.0,Trace Esports,47.6,37.4,21.5,30.3,28.8
FiNESSE,0.8,145.7,0.7,101.4,19.4,18.8,Mega Minors,3.8,4.8,4.6,2.3,1.9
Filu,0.9,209.4,0.9,136.7,27.6,25.6,KOI,79.2,32.3,78.2,40.7,59.4
Flashback,1.0,201.9,1.2,133.2,26.6,37.0,DRX,70.6,84.3,72.3,29.3,72.8
Flex1n,1.0,200.2,1.0,123.6,26.4,,Dragon Ranger Gaming,68.7,59.7,44.0,27.0,46.6
Flickless,1.0,183.9,0.9,120.7,27.2,24.7,GIANTX,37.7,39.3,37.8,35.5,32.6
Foxy9,1.0,193.9,1.2,127.1,35.2,38.7,Gen.G,56.5,85.9,54.1,90.2,80.8
Francis,1.0,199.5,1.1,131.6,23.4,25.5,Nongshim RedForce,66.5,69.0,67.1,10.4,52.4
Governor,0.7,159.0,0.7,105.5,25.4,36.8,Apeks,8.6,5.1,7.5,19.9,4.2
GuanG,0.9,205.8,1.1,128.1,27.6,,Nova Esports,76.4,66.1,55.7,39.4,64.5
HYUNMIN,1.1,236.3,1.2,153.4,31.6,32.1,DRX,97.4,89.8,97.1,68.4,95.8
HanChe,0.8,169.2,0.8,116.8,31.0,,All Gamers,17.6,16.6,26.1,62.5,24.6
Haodong,0.9,191.8,1.0,119.9,29.3,,Titan Esports Club,51.8,47.0,35.2,53.1,43.5
Ivy,1.0,181.9,1.1,116.5,29.4,35.5,Nongshim RedForce,34.2,66.8,25.4,54.4,41.5
Jamppi,1.0,182.3,1.0,120.4,26.5,31.6,BBL Esports,35.5,40.9,35.8,28.3,29.4
Jemkin,1.1,233.8,1.3,147.8,35.2,34.0,Rex Regum Qeon,95.5,97.4,92.8,89.6,99.4
JessieVash,1.0,194.0,1.0,135.0,32.1,25.2,Team Secret,56.9,52.7,75.9,72.0,74.1
Jieni7,0.9,197.4,1.0,126.5,28.7,,EDward Gaming,62.0,42.5,51.8,49.5,49.2
Jinboong,0.9,169.4,0.9,113.7,33.1,25.1,DetonatioN FocusMe,17.9,26.2,18.9,78.8,30.0
Jinggg,1.1,220.6,1.1,145.3,25.6,24.7,Paper Rex,87.2,81.5,91.2,21.5,80.2
JitBoyS,1.0,184.2,1.0,120.9,36.0,29.0,TALON,38.7,47.3,38.4,91.5,54.3
JonahP,1.0,182.7,1.0,116.4,22.1,33.0,G2 Esports,36.1,48.6,25.1,5.9,21.4
Jremy,0.9,200.9,0.9,128.1,26.8,41.1,Team Secret,70.0,38.3,56.7,31.9,45.4
Juicy,0.9,207.3,1.0,135.1,27.1,41.8,Wolves Esports,77.3,42.2,76.2,34.9,59.7
K1ra,1.0,203.2,1.0,132.5,27.1,,All Gamers,73.8,52.4,70.4,35.2,60.7
Kada,0.9,178.7,0.9,115.9,33.3,16.3,Gentle Mates,30.7,32.6,23.5,79.2,37.4
Kai,1.1,229.6,1.1,148.9,28.7,16.0,Trace Esports,93.3,79.9,94.1,49.8,89.5
Karon,1.1,204.5,1.2,134.1,32.5,29.6,Gen.G,75.7,94.9,74.3,76.2,90.4
Kess,0.9,176.6,1.0,114.8,28.4,23.9,100 Thieves,25.9,50.8,20.8,46.6,31.0
Khalil,0.9,188.9,0.9,122.9,29.0,21.5,FURIA,46.3,25.2,42.0,52.1,37.1
Kicks,0.9,177.0,0.9,113.4,27.4,30.0,Team Vitality,26.5,33.5,18.6,38.4,22.4
Killua,1.0,191.4,1.0,128.6,37.0,31.0,TALON,50.8,58.1,57.7,94.5,74.4
Knight,1.1,193.3,1.1,128.9,25.3,27.8,Bilibili Gaming,54.0,71.9,58.0,19.2,48.2
KovaQ,0.9,196.5,1.0,124.3,33.5,29.8,Team Vitality,59.1,59.4,46.6,81.4,70.3
Kr1stal,1.1,197.0,1.1,131.3,26.3,34.7,Global Esports,60.7,64.9,66.1,26.1,55.3
Kushy,1.0,184.4,1.0,122.7,33.6,30.5,Rex Regum Qeon,39.6,43.8,41.7,81.8,49.5
Less,1.0,192.0,1.1,124.4,31.2,31.6,Team Vitality,52.1,75.1,47.2,63.8,65.2
Levius,1.0,176.1,1.0,117.2,25.1,12.8,Bilibili Gaming,25.2,55.0,27.0,17.6,25.9
LewN,1.0,214.0,1.1,139.5,32.3,33.0,BBL Esports,82.4,65.2,82.1,74.3,86.6
Life,1.0,222.4,1.1,129.5,31.5,,FunPlus Phoenix,89.5,78.3,60.9,66.1,84.0
Lsn,0.7,163.8,0.8,109.6,27.5,,All Gamers,12.1,10.2,13.7,38.8,9.3
LuoK1ng,0.9,188.2,1.0,111.7,31.1,,Trace Esports,44.7,55.8,17.6,62.9,41.9
Lysoar,1.0,191.5,0.9,130.0,28.5,37.9,Wolves Esports,51.4,38.7,62.2,48.2,47.0
MAGNUM,1.0,196.3,1.1,126.1,28.4,34.0,BBL Esports,58.8,70.0,51.1,46.9,58.1
MOLSI,0.9,176.9,0.8,117.5,28.5,17.8,Apeks,26.2,18.2,28.0,47.9,24.0
MONSTEERR,0.9,188.4,0.9,127.0,29.2,20.9,KOI,45.0,35.8,53.7,52.4,43.8
MaKo,1.1,198.9,1.1,129.4,26.3,25.6,DRX,65.5,80.5,59.9,26.4,61.3
MarT1n,1.1,210.1,1.2,134.3,33.4,,Trace Esports,79.9,91.4,74.6,80.1,91.4
Mazino,1.0,199.8,1.0,130.1,26.1,28.3,KRÜ Esports,67.1,49.2,63.2,24.8,48.6
Meiy,1.1,232.1,1.2,147.9,29.9,31.3,DetonatioN FocusMe,94.9,87.2,93.2,57.3,92.3
Melser,1.0,182.0,1.1,118.6,27.6,27.9,KRÜ Esports,34.8,62.3,31.3,39.1,38.0
Meteor,1.0,216.5,1.0,142.3,30.7,24.3,T1,84.3,60.4,87.3,60.9,82.7
Midi,0.7,141.6,0.7,97.6,34.3,,Xi Lai Gaming,3.2,3.2,2.6,85.7,14.7
MiniBoo,1.0,216.6,1.1,139.7,31.8,40.8,Team Heretics,84.7,73.8,82.7,70.7,88.2
Minny,1.0,199.1,1.1,131.8,36.4,22.4,Gentle Mates,66.1,69.6,68.7,92.5,85.0
Monyet,1.0,199.0,1.0,129.1,28.4,44.2,Rex Regum Qeon,65.8,57.2,59.3,47.2,58.8
MrCANI,0.9,150.3,0.8,107.6,43.6,,JDG Esports,5.1,10.9,10.1,100.0,26.2
MrFaliN,0.9,175.8,0.9,115.5,23.8,27.7,FUT Esports,24.6,23.0,22.8,11.7,10.5
Munchkin,1.0,200.1,1.1,130.7,23.3,18.4,Gen.G,68.1,67.4,64.5,9.8,50.8
N4RRATE,1.1,209.2,1.1,137.4,24.7,31.7,Sentinels,78.6,70.9,79.5,14.7,67.7
NaturE,0.9,178.5,0.9,116.2,22.8,35.9,Evil Geniuses,29.7,22.0,24.8,7.2,11.5
NcSlasher,0.9,177.2,0.9,114.2,27.3,17.2,BOOM Esports,27.8,28.8,19.5,37.5,21.1
Nicc,1.0,185.2,0.9,125.3,31.6,,Dragon Ranger Gaming,40.9,35.5,49.5,67.4,44.7
Ninebody,1.0,200.2,1.0,133.4,26.2,,TYLOO,69.0,46.0,73.0,25.7,53.4
NoMan,1.1,203.4,1.2,138.1,32.5,20.5,Xi Lai Gaming,74.1,85.6,81.1,75.2,89.1
OBONE,0.9,165.3,0.9,109.9,24.9,,Nova Esports,14.4,19.5,14.3,16.0,7.3
OLIZERA,0.9,193.0,0.9,126.8,28.6,20.8,Apeks,53.7,26.5,53.3,48.9,42.2
OXY,1.1,246.3,1.2,156.9,28.0,51.0,Cloud9,99.4,92.7,99.7,43.3,93.3
Okeanos,1.0,196.8,1.0,129.3,35.7,26.7,LEVIATÁN,59.7,56.9,59.6,90.9,75.7
PROFEK,1.0,197.2,1.1,131.8,26.9,21.2,BBL Esports,61.7,62.0,68.4,32.9,56.9
Palla,0.8,198.8,0.7,130.6,31.7,,FURIA,65.2,7.0,64.2,69.4,48.9
Papi,0.9,164.6,0.9,108.3,29.4,26.0,Global Esports,12.8,23.6,12.1,54.1,16.6
PatMen,1.0,181.0,1.0,119.0,31.4,34.7,Paper Rex,32.6,48.9,33.6,64.8,40.9
Persia,1.1,184.2,1.1,119.5,26.9,28.6,Nongshim RedForce,38.3,62.9,33.9,33.2,38.3
Proxh,0.9,168.7,0.8,109.8,26.5,18.5,Gentle Mates,16.9,16.9,14.0,27.9,9.6
PxS,0.8,164.6,0.8,106.6,30.4,27.3,2Game Esports,13.1,7.7,8.5,59.0,11.8
Rarga,1.1,235.6,1.2,150.8,34.9,44.0,Xi Lai Gaming,96.5,87.5,95.8,88.6,98.1
Rb,1.0,190.0,1.0,123.0,29.3,25.1,Nongshim RedForce,48.2,43.1,42.3,53.4,44.1
RieNs,1.1,212.5,1.1,142.4,37.3,30.6,Team Heretics,81.8,76.7,87.6,95.8,94.2
RobbieBk,0.8,148.1,0.7,104.2,32.2,27.8,LOUD,4.8,5.4,6.5,73.6,13.7
Rossy,0.8,162.3,0.8,108.8,30.1,33.6,LEVIATÁN,10.9,8.9,12.4,57.7,13.4
Ruxic,1.1,227.1,1.2,146.3,30.6,24.2,Natus Vincere,92.0,94.6,91.9,60.3,93.9
S1Mon,0.9,163.3,0.9,103.6,31.1,31.9,EDward Gaming,11.8,20.4,6.2,63.2,16.0
SSeeS,0.6,122.0,0.6,80.5,25.9,18.9,DetonatioN FocusMe,1.0,2.6,0.3,23.8,2.6
SUYGETSU,1.1,204.4,1.2,133.3,42.1,20.6,Karmine Corp,75.4,96.2,72.6,99.7,94.6
SWERL,0.9,206.8,1.0,132.6,27.6,,Nova Esports,76.7,56.5,71.0,40.4,69.0
Sato,1.1,252.9,1.2,163.0,33.4,49.4,LEVIATÁN,100.0,95.8,100.0,79.8,99.7
Sayf,0.9,183.4,1.0,121.4,25.5,22.2,Team Vitality,37.4,44.7,39.7,20.5,30.4
Scales,1.1,216.6,1.1,140.8,37.0,,TYLOO,85.0,82.1,85.0,94.8,95.5
Serial,0.9,162.4,0.9,111.1,40.3,33.7,Team Liquid,11.2,31.0,16.6,98.4,35.1
Shao,1.0,187.0,1.1,125.1,32.2,35.4,Natus Vincere,43.1,68.7,48.9,72.3,62.0
Shiro,0.9,188.7,0.9,126.7,24.8,29.2,BOOM Esports,45.7,28.1,52.1,15.6,29.7
Shr1mp,1.0,177.6,1.0,120.5,27.2,,All Gamers,28.8,45.0,36.2,36.0,31.6
Shyy,1.1,195.3,1.2,130.9,27.0,31.0,KRÜ Esports,57.8,89.5,65.5,33.9,70.6
SiuFatBB,0.9,154.4,0.9,105.6,27.8,30.9,Wolves Esports,6.7,22.4,7.8,41.7,9.9
Smoggy,1.1,200.0,1.1,128.1,30.6,27.5,EDward Gaming,67.7,79.6,56.4,59.9,75.1
SpiritZ1,1.0,204.6,1.0,145.2,34.6,,Dragon Ranger Gaming,76.0,51.4,90.9,86.6,86.9
Spitfires,1.0,223.1,1.2,140.5,26.9,,All Gamers,90.1,87.9,84.0,32.6,83.7
Spring,1.1,218.4,1.1,141.3,28.6,36.6,Wolves Esports,86.6,69.3,85.3,49.2,81.8
SugarZ3ro,1.0,191.1,1.0,124.0,30.9,22.8,ZETA DIVISION,49.8,43.5,45.4,61.9,47.3
Suggest,0.7,155.1,0.8,109.1,32.4,,Gen.G,7.3,13.7,13.4,74.6,19.8
Sylvan,1.0,183.3,0.9,118.9,26.7,29.2,T1,37.1,30.7,32.6,30.6,26.8
SyouTa,0.8,165.4,0.8,110.2,39.5,18.5,ZETA DIVISION,14.7,9.9,14.7,98.0,29.1
TenTen,0.9,199.6,0.9,130.1,18.0,29.4,ZETA DIVISION,66.8,26.8,62.9,0.3,34.5
TvirusLuke,0.9,201.9,0.9,132.8,26.8,,Titan Esports Club,70.9,37.1,71.7,31.6,51.4
UNFAKE,0.9,179.9,1.0,119.0,37.2,36.2,Team Vitality,31.6,53.7,33.2,95.4,53.7
UdoTan,1.0,227.7,1.1,149.4,26.8,23.4,Global Esports,92.7,73.2,94.8,32.2,82.4
Urango,0.6,140.2,0.6,93.8,30.7,26.5,FURIA,2.2,1.0,1.0,60.6,7.7
Veqaj,1.0,200.2,1.0,137.0,28.1,15.9,Gentle Mates,69.3,55.8,78.8,43.6,70.9
Verno,1.0,185.6,1.1,124.4,27.9,24.2,MIBR,41.5,78.9,46.9,43.0,51.1
Virtyy,1.0,217.6,1.1,135.7,26.5,23.9,LOUD,85.6,71.2,76.9,27.9,74.8
Viva,1.0,172.1,1.1,119.7,29.3,23.0,Xi Lai Gaming,20.8,63.9,34.5,52.8,38.7
Wild0reoo,0.8,174.5,0.8,116.0,29.9,38.5,Team Secret,23.6,16.0,23.8,57.0,24.3
Wo0t,1.1,214.8,1.1,139.3,34.7,40.2,Team Heretics,83.1,81.8,81.8,87.0,93.0
XII,0.8,195.7,0.9,131.7,31.7,,FunPlus Phoenix,58.1,36.7,68.1,68.9,61.0
Xdll,0.9,190.5,0.9,123.1,33.9,23.9,ZETA DIVISION,48.9,31.6,43.0,83.4,49.8
Xeppaa,1.0,202.3,1.1,134.8,25.1,34.4,Cloud9,72.5,79.2,75.2,17.3,68.4
XiYiJi,,113.0,0.6,,,,All Gamers,0.3,1.9,,,1.0
YOU,1.1,182.3,1.1,126.8,27.9,,Xi Lai Gaming,35.1,76.4,53.3,42.7,50.2
Yoyo,0.9,185.6,0.9,126.8,26.4,,TYLOO,41.9,34.8,52.8,27.4,34.8
Yuicaw,0.9,181.5,0.9,118.9,31.5,21.2,Wolves Esports,33.2,29.1,32.2,65.8,36.1
Z1yan,0.9,193.3,1.0,123.3,35.9,,JDG Esports,54.6,55.3,43.3,91.2,68.7
Zap,0.6,138.6,0.6,97.4,20.1,22.0,2Game Esports,1.6,1.3,2.3,2.6,1.3
Zellsis,0.9,179.1,1.0,117.5,22.6,30.8,Sentinels,31.3,39.9,27.7,6.8,18.5
ZesBeeW,0.8,156.5,0.8,103.2,22.4,23.2,Team Secret,8.0,11.5,5.9,6.5,2.9
ZmjjKK,1.0,249.4,1.2,153.8,23.2,9.8,EDward Gaming,99.7,89.1,97.4,9.4,84.3
Zyppan,0.8,162.2,0.8,110.9,28.8,21.8,Gentle Mates,10.5,12.5,16.3,50.2,12.8
adverso,0.9,177.3,0.8,118.8,21.0,39.2,FURIA,28.1,18.5,31.9,3.9,11.2
alexiiik,0.9,200.7,1.1,130.8,27.8,27.7,Natus Vincere,69.6,62.6,65.1,41.4,65.5
ara,1.0,211.7,1.1,137.7,27.3,31.1,GIANTX,80.8,80.8,80.5,37.1,78.9
artzin,0.8,184.4,0.9,120.7,23.0,37.0,MIBR,39.3,22.7,37.5,8.1,18.8
aspas,1.2,236.3,1.4,152.4,25.8,38.3,MIBR,97.1,99.4,96.7,22.1,88.8
baddyG,1.0,211.5,1.0,133.9,24.1,29.6,KOI,80.2,50.5,73.9,13.0,55.0
ban,0.9,188.8,1.0,122.5,31.7,32.9,Global Esports,46.0,44.1,41.4,69.7,47.6
bang,1.0,193.8,1.1,122.2,33.3,38.8,Sentinels,55.6,68.4,40.4,79.5,68.1
batujnax,0.9,183.2,0.9,118.4,27.9,23.4,Apeks,36.4,21.1,30.6,42.3,26.5
bdog,1.3,212.0,1.3,126.0,35.0,,FURIA,81.5,98.7,50.8,89.3,90.1
benjyfishy,0.9,186.3,1.0,124.5,34.1,25.3,Team Heretics,42.5,51.8,47.6,85.3,58.5
brawk,1.1,207.0,1.5,137.2,18.1,21.8,Mega Minors,77.0,100.0,79.2,0.7,73.5
bunt,,121.8,0.5,,,,All Gamers,0.6,0.6,,,0.3
cNed,1.0,223.4,1.0,142.2,34.1,23.4,FUT Esports,91.4,60.1,86.6,84.7,90.7
carpe,1.0,177.0,0.9,116.1,36.4,21.9,T1,26.8,36.1,24.1,92.8,41.2
cauanzin,0.9,197.1,0.9,129.7,25.1,36.5,LOUD,61.0,34.2,61.2,18.2,39.6
coconut,0.9,168.1,0.9,105.8,29.8,31.6,Xi Lai Gaming,16.6,30.0,8.1,56.0,20.4
cortezia,1.0,193.4,1.1,129.5,34.7,32.0,MIBR,55.0,77.0,60.3,87.3,79.2
crashies,1.0,184.7,1.1,126.4,33.7,24.9,FNATIC,40.3,78.0,51.5,82.7,71.6
crazyguy,0.9,172.5,0.9,114.5,27.3,26.1,Rex Regum Qeon,21.4,24.0,20.2,36.8,16.3
d4v41,1.0,190.7,1.1,130.1,26.2,24.4,Paper Rex,49.2,74.8,62.5,25.4,51.8
deLb,0.8,187.8,1.0,107.3,34.1,,All Gamers,44.1,54.0,9.8,85.0,44.4
dgzin,1.0,220.9,1.2,141.8,28.4,29.4,LOUD,87.5,84.0,86.0,46.3,86.3
doma,1.0,166.0,0.9,119.7,29.3,32.0,FNATIC,15.7,28.4,34.2,53.7,27.2
dos9,1.1,198.5,1.1,125.8,27.1,30.2,BOOM Esports,64.5,64.2,50.5,34.2,53.0
eeiu,1.1,194.4,1.2,129.8,31.9,23.9,100 Thieves,57.5,84.7,61.9,71.0,77.6
f0rsakeN,1.1,218.8,1.2,142.2,31.1,48.9,Paper Rex,86.9,94.2,87.0,63.5,92.0
florescent,1.1,238.5,1.2,156.8,34.7,15.3,Apeks,98.1,85.0,99.3,87.6,99.0
flyuh,0.8,178.6,0.8,120.6,25.8,25.7,KOI,30.0,14.1,37.1,22.5,17.6
free1ng,1.0,187.5,1.1,123.5,32.7,30.0,DRX,43.5,75.4,43.6,77.9,66.1
gobera,0.9,184.8,0.9,122.3,28.9,30.1,2Game Esports,40.6,31.3,40.7,51.1,36.7
grubinho,1.0,181.8,0.9,118.3,29.7,28.7,GIANTX,33.9,37.7,30.3,55.7,35.5
gyen,0.9,182.6,0.9,118.4,35.3,20.7,DetonatioN FocusMe,35.8,25.6,30.9,90.6,42.5
happywei,1.0,230.4,1.2,145.1,34.3,15.8,Xi Lai Gaming,93.9,93.9,90.6,86.0,97.4
havoc,0.8,196.7,0.8,127.6,29.0,,FURIA,59.4,12.1,54.7,51.8,40.3
heat,0.8,172.4,0.8,117.9,36.6,19.2,FURIA,21.1,12.8,28.3,93.2,33.9
heybay,0.8,187.6,1.1,108.8,24.2,,Trace Esports,43.8,63.6,12.7,13.7,28.4
hiro,1.1,208.2,1.2,140.3,32.6,29.8,Natus Vincere,77.6,95.5,83.4,76.9,92.7
hype,0.8,174.0,0.8,118.0,31.7,,Apeks,23.0,9.6,29.6,70.0,27.5
iZu,1.0,198.1,1.1,128.3,28.2,29.2,T1,62.9,77.3,57.0,44.6,66.5
icy,0.9,201.5,1.0,132.3,27.0,29.3,Evil Geniuses,70.3,42.8,69.7,33.6,54.6
invy,1.1,216.1,1.1,143.1,30.7,20.2,Team Secret,84.0,71.6,88.9,61.2,87.2
jakee,1.2,221.0,1.3,143.0,25.0,,FURIA,87.9,98.4,88.4,16.8,82.1
jawgemo,1.0,223.3,1.1,142.0,23.0,40.7,G2 Esports,91.1,82.7,86.3,8.8,76.4
jkuro,0.9,192.0,0.9,119.0,31.3,,JDG Esports,52.4,33.9,32.9,64.5,42.8
johnqt,1.1,177.6,1.1,118.0,26.0,16.5,Sentinels,28.4,76.0,30.0,24.4,35.8
kaajak,1.1,232.2,1.3,150.7,33.7,34.1,FNATIC,95.2,96.5,95.4,82.4,98.7
kamo,1.0,211.6,1.1,139.2,29.5,40.1,Team Liquid,80.5,64.5,81.4,54.7,79.9
kamyk,1.0,197.1,1.0,129.1,30.2,26.4,Gentle Mates,61.3,59.1,59.0,58.6,64.9
keiko,1.2,221.4,1.3,145.6,38.8,31.4,Team Liquid,88.8,97.8,91.5,97.7,100.0
kellyS,0.9,181.4,0.8,119.9,22.3,26.0,Team Secret,32.9,15.3,34.9,6.2,12.5
keznit,1.1,230.2,1.2,148.6,23.3,36.2,KRÜ Esports,93.6,90.7,93.8,10.1,81.2
kiNgg,1.0,198.7,1.1,129.5,28.3,30.8,LEVIATÁN,64.9,72.2,60.6,45.3,67.1
kklin,0.7,159.4,0.7,108.0,27.2,,JDG Esports,9.3,5.8,11.1,36.0,6.1
koalanoob,0.9,202.5,1.0,132.1,23.6,30.2,Natus Vincere,73.2,47.6,69.4,11.4,47.9
leaf,1.1,227.9,1.3,150.4,24.3,30.4,G2 Esports,93.0,98.1,95.1,14.3,85.3
lucas,1.0,188.5,0.9,124.2,28.5,,Titan Esports Club,45.4,39.0,46.3,48.5,40.6
lukxo,1.1,238.8,1.2,156.0,32.8,31.9,LOUD,98.7,92.3,98.0,78.2,97.8
lz,0.9,180.6,0.9,115.1,40.7,29.6,2Game Esports,32.3,21.4,21.8,98.7,39.3
mada,1.1,234.2,1.2,151.3,26.4,34.9,Mega Minors,95.8,93.6,96.1,26.7,88.5
margaret,1.0,193.3,1.1,129.0,28.9,26.1,Nongshim RedForce,54.3,65.8,58.6,51.5,59.1
marteen,1.1,221.2,1.2,144.1,33.4,30.5,Karmine Corp,88.2,88.2,89.9,80.5,95.2
mindfreak,0.8,165.6,0.8,110.7,29.7,23.0,Paper Rex,15.0,17.9,15.6,55.4,17.9
mitch,0.9,177.9,0.9,117.5,20.7,41.6,Cloud9,29.1,29.4,27.4,2.9,12.1
monk,0.9,168.9,0.7,111.7,25.0,,Nova Esports,17.3,4.2,17.3,16.8,5.1
