Player,Rating,Average Combat Score,Kills:Deaths,Average Damage Per Round,Headshot %,Clutch Success %,Teams,ACS Percentile,K/D Percentile,ADR Percentile,Headshot Percentile,Average Percentile
Benkai,1.0,191.8,0.9,127.5,20.6,4.9,Paper Rex,51.4,40.5,52.5,13.9,33.5
BerLIN,0.8,192.2,0.9,120.2,37.4,6.6,FunPlus Phoenix,51.8,25.0,35.0,97.5,51.4
Biank,0.9,194.1,1.1,127.7,21.3,13.2,Bilibili Gaming,53.5,70.8,52.9,18.2,48.2
Boaster,1.0,170.1,1.0,105.7,19.8,31.6,FNATIC,17.3,48.2,8.6,9.6,12.3
Boo,0.8,158.1,0.8,107.7,29.4,9.8,Team Heretics,6.7,10.6,11.8,80.0,16.9
Boostio,1.0,203.3,1.0,135.6,23.4,16.9,Evil Geniuses,69.0,63.4,70.0,32.9,61.3
Brave,0.9,196.4,1.0,127.9,32.0,25.6,BBL Esports,57.7,46.8,53.6,88.2,65.8
BuZz,1.1,227.1,1.2,146.0,22.0,15.4,DRX,91.2,87.0,87.5,23.6,79.6
C0M,1.0,184.5,1.1,120.9,21.6,20.1,Evil Geniuses,37.7,78.5,35.4,21.1,39.1
CHICHOO,1.1,202.4,1.2,137.7,24.7,20.4,EDward Gaming,66.5,90.5,73.6,45.4,76.8
Carpe,0.9,170.2,0.9,109.1,24.6,16.7,T1,17.6,19.4,14.3,43.6,14.4
Chaos,1.1,231.7,1.1,160.5,25.7,21.1,Monarch Effect,94.0,76.1,97.5,54.3,93.0
Chronicle,1.2,212.2,1.3,138.0,23.9,14.4,FNATIC,78.2,94.4,74.3,36.8,78.2
Cloud,1.1,219.9,1.2,144.8,29.3,26.8,Giants Gaming,83.8,91.9,85.4,78.9,97.2
Crws,0.9,183.8,0.9,123.1,24.1,22.0,Talon Esports,35.9,27.1,42.9,39.6,29.2
Cryocells,1.1,223.6,1.1,142.5,21.5,7.7,100 Thieves,87.7,70.1,82.1,19.3,69.7
Cyah,1.0,171.2,0.8,119.2,40.6,8.0,Monarch Effect,18.3,17.3,33.2,99.6,37.3
DanGe,0.4,79.7,0.4,53.7,28.7,0.0,Nova Esports,0.7,0.7,0.7,75.4,10.6
DaveeyS,1.0,188.3,1.1,124.4,27.3,19.5,KRÜ Esports,43.0,73.9,46.1,63.9,57.0
Demon1,1.2,225.2,1.4,152.2,37.4,12.8,Evil Geniuses,88.7,98.9,94.3,97.1,100.0
Dep,1.0,226.5,1.1,145.8,26.8,12.0,ZETA DIVISION,90.5,72.9,87.1,60.4,89.1
Derke,1.2,248.7,1.3,163.4,24.2,14.4,FNATIC,97.5,97.2,97.9,40.7,95.8
Derrek,0.9,176.7,0.8,123.2,32.2,7.6,100 Thieves,25.7,18.5,43.2,89.3,42.6
Destrian,0.9,168.5,0.9,110.8,24.3,5.8,Team Vitality,15.1,22.2,17.5,41.4,14.8
DubsteP,0.9,189.6,1.0,128.4,27.5,16.3,Team Secret,46.8,56.0,55.7,65.7,56.7
EJAY,1.0,209.6,1.0,136.5,20.9,18.1,Rex Regum Qeon,74.6,61.6,71.8,16.1,56.3
Emman,1.0,202.6,1.0,135.6,32.9,10.7,Rex Regum Qeon,67.3,47.7,70.4,90.7,77.1
Eren,1.1,212.5,1.2,152.4,28.0,10.4,Shenzhen NTER,78.9,85.6,94.6,69.3,95.1
Ethan,1.1,202.6,1.1,128.5,20.6,21.2,Evil Geniuses,66.9,81.7,56.4,12.9,54.2
FFs,1.0,194.5,1.0,121.8,19.5,18.9,Monarch Effect,54.2,41.2,38.2,8.2,27.5
FengF,1.3,245.8,1.4,182.1,25.4,39.5,Trace Esports,97.2,99.3,99.3,50.7,97.9
FiNESSE,0.9,171.4,0.8,116.0,18.5,13.4,NRG Esports,19.0,14.4,24.5,4.6,7.0
Fit1nho,1.1,221.6,1.2,146.1,27.0,9.5,Giants Gaming,86.3,87.3,87.9,61.8,93.3
Flex1n,1.2,199.7,1.2,113.6,26.8,29.0,Trace Esports,62.3,89.8,22.5,60.0,60.9
Foxy9,1.0,231.0,1.1,147.6,24.4,15.2,DRX,93.7,72.5,90.0,42.1,84.5
GodDead,0.9,173.7,0.9,111.7,20.2,15.6,Gen.G,21.5,20.8,19.3,11.4,9.9
Guran,1.1,207.4,1.0,128.6,24.6,23.4,Douyu Gaming,72.9,62.7,56.8,43.9,62.0
Hao,1.0,224.8,1.1,142.5,42.8,9.0,Kingzone,88.0,71.1,81.8,100.0,97.5
Haodong,1.0,177.3,1.0,113.4,28.0,14.2,EDward Gaming,26.4,55.6,21.8,70.0,40.1
Harmii,0.8,175.0,0.9,108.0,18.0,0.0,Team Liquid,23.2,32.0,12.1,3.6,8.8
ICEKING,1.1,199.6,1.0,148.5,22.5,14.3,Trace Esports,61.6,42.6,90.7,25.4,54.9
Ichiro,1.1,199.0,1.1,136.9,27.2,33.8,Dragon Ranger Gaming,61.3,68.0,72.5,62.5,71.8
JL,0.9,171.4,0.9,114.4,20.4,32.3,Nova Esports,18.7,31.3,22.9,11.8,12.7
Jamppi,1.0,197.4,1.1,127.0,24.5,25.7,Team Liquid,59.2,76.4,51.4,42.5,58.1
JessieVash,0.9,177.2,0.9,118.0,24.8,15.8,Team Secret,26.1,21.1,28.9,45.7,20.1
Jinggg,1.0,225.3,1.1,150.6,19.2,9.4,Paper Rex,89.1,73.2,92.5,5.7,70.1
JitBoyS,0.9,187.3,1.0,122.9,30.6,9.8,Talon Esports,41.9,41.5,42.5,84.6,52.8
Jremy,1.0,204.4,1.0,131.4,18.8,15.4,Team Secret,69.7,43.3,62.1,5.4,43.7
Khalil,1.0,174.5,1.0,116.0,27.5,9.0,FURIA,22.2,57.7,24.5,65.4,38.4
Klaus,0.9,176.6,0.9,110.6,21.3,9.0,KRÜ Esports,25.4,23.6,16.8,17.9,12.0
Knight,0.9,183.3,0.9,119.8,27.0,13.9,Bilibili Gaming,34.9,31.0,33.6,61.3,34.5
LINK,1.0,200.5,1.1,134.9,24.8,11.1,Monarch Effect,64.1,67.3,68.9,46.4,66.5
Laz,1.0,181.0,1.0,118.6,27.5,12.2,ZETA DIVISION,32.0,61.3,30.4,66.1,46.8
Leo,1.2,201.0,1.5,129.0,21.7,24.0,FNATIC,65.5,99.6,58.2,22.5,65.5
Less,1.1,223.5,1.2,149.8,25.5,16.7,LOUD,87.3,93.0,91.8,52.5,93.7
Libra,0.8,194.2,0.8,125.7,23.8,4.4,Kingzone,53.9,8.8,50.0,35.0,30.3
Life,1.0,221.6,1.0,144.7,22.7,0.0,Attacking Soul Esports,85.9,64.1,85.0,27.5,70.8
Lightningfast,0.8,177.7,0.9,108.7,20.0,0.0,Global Esports,27.1,26.4,12.9,10.4,10.2
LilCrazy,1.0,217.6,1.1,139.0,32.9,16.8,Douyu Gaming,82.0,77.5,76.4,91.1,94.4
Lmemore,0.9,205.7,1.0,136.6,33.8,8.9,Rex Regum Qeon,70.8,45.4,72.1,92.5,77.8
Lucifer,0.7,181.1,0.6,130.2,21.1,4.2,Kingzone,32.4,2.8,59.6,16.8,17.6
Lumo,1.0,193.5,1.0,119.2,21.7,30.7,Four Angry Men,52.8,62.0,32.9,22.0,38.0
LuoK1ng,1.2,191.3,1.1,135.6,26.5,23.1,TYLOO,50.0,69.7,69.6,57.1,66.2
Lysoar,0.9,217.8,1.0,131.1,32.0,0.0,FunPlus Phoenix,82.4,63.0,61.4,88.2,83.1
Lyy,0.8,185.6,0.8,126.0,23.8,6.6,Invincible Gaming,39.4,10.2,50.4,35.4,25.7
MOJJ,1.0,188.9,1.0,127.4,27.7,19.7,FUT Esports,44.4,45.8,52.1,67.7,52.1
MOLSI,1.0,193.3,1.0,128.9,24.6,8.4,Team Vitality,52.5,53.9,57.1,44.6,50.7
MaKo,1.2,212.6,1.2,137.5,26.4,14.3,DRX,79.2,89.1,73.2,56.8,84.2
Maple,1.2,264.7,1.2,183.9,21.6,15.2,Weibo Gaming,99.3,90.8,100.0,20.7,88.7
MarT1n,1.0,188.5,0.9,127.4,28.2,16.3,Rare Atom,43.3,37.7,51.8,71.1,50.0
Marved,1.0,183.7,0.9,124.7,28.7,14.3,Sentinels,35.6,34.5,47.5,75.7,47.5
Mazino,1.0,202.9,1.1,128.4,25.3,15.0,LEVIATÁN,68.3,82.4,55.0,49.3,68.7
Melser,1.0,181.8,1.0,118.7,30.4,11.6,KRÜ Esports,32.7,47.2,30.7,83.9,47.9
Meteor,1.0,226.3,1.0,148.0,22.9,10.0,Gen.G,89.8,64.4,90.4,29.3,75.0
Miracle,0.9,205.7,1.1,141.4,33.6,34.3,Invincible Gaming,71.1,72.2,79.6,92.1,91.2
Mixwell,0.9,190.7,0.8,125.4,20.9,25.7,Team Heretics,48.2,10.9,48.9,16.4,21.8
Monyet,1.1,225.0,1.2,145.6,26.7,23.7,Global Esports,88.4,85.9,86.8,58.6,92.6
MrFaliN,1.0,190.1,1.0,123.8,23.0,15.8,FUT Esports,47.5,46.5,44.6,31.8,38.7
Muhemai,0.9,164.6,0.9,109.8,32.8,7.1,Invincible Gaming,9.5,32.4,15.4,90.4,29.9
Muj,0.8,170.0,0.8,109.0,20.0,33.0,FUT Esports,16.9,8.5,13.8,10.4,4.6
Munchkin,1.0,206.9,1.1,138.9,23.9,12.9,T1,71.8,73.6,76.1,36.2,69.4
NagZ,0.9,166.6,0.9,113.6,20.7,12.2,KRÜ Esports,13.0,32.7,22.1,14.6,11.3
Neal X,1.0,211.5,1.0,134.0,23.7,20.4,Number One Player,77.5,59.5,65.4,34.3,62.3
Newzera,0.8,132.4,0.8,90.8,40.0,20.2,Karmine Corp,2.5,7.7,3.9,98.9,18.7
Nicc,1.0,198.2,0.9,134.6,22.9,18.0,Dragon Ranger Gaming,60.6,31.7,66.6,29.6,46.5
Ninebody,1.3,248.8,1.4,182.2,29.7,16.4,TYLOO,97.9,97.5,99.6,81.1,99.6
Nivera,1.0,212.4,1.1,134.5,31.6,15.6,Karmine Corp,78.5,82.0,66.1,87.1,90.1
OBONE,1.0,191.3,1.1,121.9,20.8,30.9,Nova Esports,50.4,75.7,39.3,15.4,44.0
PAULTATO,0.9,187.2,1.0,121.3,24.5,11.6,Dragon Ranger Gaming,41.5,52.1,36.4,42.9,39.8
PangH,0.9,185.5,0.9,123.3,24.1,11.3,Nova Esports,39.1,21.8,43.6,40.4,28.5
Patiphan,1.0,208.1,1.0,138.3,27.5,10.9,Talon Esports,73.9,56.3,74.6,66.8,74.3
Pinklove,,156.3,0.7,,,,Monarch Effect,5.6,6.3,,,2.1
Quick,0.9,181.8,0.9,121.5,27.3,14.6,FURIA,33.1,27.5,37.1,63.6,34.9
QutionerX,1.0,230.6,1.1,151.8,28.3,13.5,BBL Esports,93.3,69.4,93.6,71.4,94.7
R1ckLeexD,0.9,180.9,1.0,116.3,23.2,32.2,Weibo Gaming,31.7,54.9,25.7,32.1,28.2
Rb,1.0,189.1,1.1,122.4,25.6,20.2,DRX,45.1,74.3,40.4,53.9,53.9
RedLight,0.9,172.0,0.7,105.5,22.3,25.0,Douyu Gaming,19.4,6.7,8.2,24.8,6.3
Redgar,0.9,172.2,0.8,112.1,34.1,7.4,Team Liquid,19.7,11.6,19.6,94.3,28.9
Reita,0.9,178.6,0.9,121.1,29.6,4.5,DetonatioN FocusMe,28.5,22.5,35.7,80.7,37.0
Revival,1.0,201.7,1.0,138.7,22.3,11.9,Number One Player,65.8,63.7,75.0,24.8,57.7
RgLMeister,0.9,178.2,0.9,117.8,21.7,19.2,MIBR,27.8,25.4,28.2,22.0,15.5
SORRYMYBAD,1.1,186.2,1.1,122.4,25.4,2.7,TYLOO,40.5,77.1,40.7,51.1,51.8
SUYGETSU,1.1,200.5,1.2,134.7,34.8,11.1,Natus Vincere,63.7,91.5,67.5,96.1,92.3
SWERL,1.2,270.8,1.3,178.7,26.9,22.4,Royal Never Give Up,100.0,96.8,98.9,60.7,98.6
Sacy,1.0,195.4,1.0,128.9,29.8,10.4,Sentinels,56.0,49.3,57.5,81.8,64.8
Sayaplayer,1.1,229.6,1.2,151.6,25.5,18.3,T1,92.6,87.7,93.2,52.1,94.0
Sayf,1.1,229.8,1.2,150.2,23.5,14.3,Team Liquid,93.0,91.2,92.1,33.2,87.7
Scales,0.9,146.7,0.8,94.2,22.8,13.0,Shenzhen NTER,4.2,18.0,5.0,28.4,6.0
ScreaM,1.0,220.7,1.0,145.2,32.0,5.5,Karmine Corp,85.6,54.6,86.4,88.2,90.5
Secret,0.8,146.0,0.7,81.3,13.7,0.0,Gen.G,3.5,3.9,1.8,1.4,1.4
Seoldam,0.8,205.1,0.8,128.3,21.3,0.0,DetonatioN FocusMe,70.4,14.8,54.3,18.6,33.1
Septem7,1.0,173.3,1.4,123.4,22.2,41.7,Shenzhen NTER,20.4,98.6,43.9,24.3,46.1
Shao,1.1,197.0,1.4,131.4,35.1,21.5,Natus Vincere,58.5,98.2,61.8,96.4,90.8
Shyy,1.0,179.3,1.0,124.2,23.0,12.7,LEVIATÁN,29.6,43.7,45.4,31.1,31.3
SkRossi,0.8,169.2,0.8,110.9,24.1,22.1,Global Esports,16.2,12.3,17.9,38.9,13.4
Smoggy,1.0,198.1,1.1,130.2,31.5,14.0,EDward Gaming,60.2,77.8,58.9,86.8,78.9
Sorrys,0.9,185.9,0.8,122.5,20.7,4.3,Royal Never Give Up,39.8,9.2,41.1,15.0,15.8
SouhcNi,0.9,165.9,0.8,112.4,28.0,14.6,BBL Esports,12.3,13.7,20.4,69.6,19.7
Spitfires,0.7,176.2,0.7,116.1,26.6,8.2,Rare Atom,25.0,4.2,25.0,58.2,18.3
Spring,1.2,267.4,1.3,168.5,29.7,2.1,Shenzhen NTER,99.6,96.1,98.6,81.4,98.9
Star1og,0.9,161.6,0.8,110.6,33.0,32.4,Number One Player,7.0,11.3,17.1,91.4,23.2
Strawberrycc,1.0,239.2,1.0,152.9,19.8,13.2,Four Angry Men,96.5,60.9,95.4,8.9,70.4
SugarZ3ro,1.0,184.3,1.0,117.1,25.9,8.0,ZETA DIVISION,37.3,53.3,27.1,55.0,39.4
Suggest,1.0,200.8,1.0,130.3,30.8,3.1,DetonatioN FocusMe,65.1,44.0,60.0,85.0,67.6
Sushiboys,0.9,183.9,0.9,121.8,22.6,10.4,Talon Esports,36.3,36.3,38.6,25.7,26.1
Sylvan,1.0,191.3,1.0,124.2,25.3,16.2,Gen.G,49.6,46.1,45.7,50.0,47.2
TENNN,0.8,183.6,0.8,120.0,22.6,16.0,ZETA DIVISION,35.2,16.2,33.9,26.4,18.0
TS,1.0,185.3,0.9,118.4,21.5,8.0,Gen.G,38.4,38.4,30.0,19.6,22.5
Tacolilla,0.9,191.8,0.9,124.4,17.9,17.5,LEVIATÁN,51.1,28.2,46.4,2.9,24.3
TenZ,1.0,203.1,1.0,131.9,23.2,19.9,Sentinels,68.7,44.7,62.9,32.5,51.1
Turko,1.0,166.7,1.0,109.9,31.9,12.6,BBL Esports,13.7,41.9,15.7,87.5,33.8
TvirusLuke,0.9,220.4,1.0,139.2,23.9,7.3,Dragon Ranger Gaming,84.2,49.6,77.1,37.7,66.9
Twisten,1.1,235.7,1.2,151.3,24.2,13.6,Team Vitality,95.4,88.4,92.9,41.1,91.5
TxoziN,0.7,127.6,0.6,91.9,12.1,7.8,MIBR,2.1,1.8,4.3,1.1,1.1
Victor,1.1,216.1,1.1,140.4,22.0,19.4,NRG Esports,81.3,84.5,78.9,23.9,73.2
Viva,0.9,175.1,0.8,121.9,29.5,8.4,Rare Atom,23.6,12.7,38.9,80.4,32.7
WRONSKI,0.9,195.6,0.9,120.2,25.6,0.0,Global Esports,56.3,20.2,34.6,52.9,35.9
Wolfen,0.9,207.2,1.0,134.8,25.4,13.8,KOI,72.2,42.3,68.2,51.4,60.6
XJian,1.0,171.1,0.9,110.3,24.6,12.5,Gank Gaming,18.0,29.2,16.4,43.2,16.2
XXXTACO,1.0,195.2,1.0,126.4,27.6,10.1,Number One Player,55.3,48.6,50.7,67.1,55.6
Xeppaa,1.0,207.5,1.0,134.8,23.7,17.4,Cloud9,73.2,58.1,67.9,33.6,59.9
XiaoFei,1.0,209.8,1.1,139.1,38.6,29.9,Night Wings Gaming,75.0,68.3,76.8,98.6,91.9
Xiaonuo,1.0,173.9,0.9,116.9,27.8,11.4,Royal Never Give Up,21.8,35.6,26.4,68.2,32.0
XuAN,0.9,191.2,1.0,121.8,20.6,16.1,Four Angry Men,49.3,47.7,37.9,13.2,30.6
YAX1N,0.7,107.9,0.4,76.4,23.9,7.9,Kingzone,1.1,1.1,1.1,36.2,3.5
YHchen,1.1,207.2,0.9,135.7,17.9,0.0,Attacking Soul Esports,72.5,29.6,70.7,3.2,41.9
YOU,1.2,204.8,1.1,147.2,22.6,22.3,Trace Esports,70.1,79.6,89.3,27.1,72.2
YiHao,0.9,200.5,0.9,134.6,25.6,6.5,Rare Atom,63.4,35.9,67.1,53.2,54.6
Yosemite,1.1,210.1,1.1,137.3,23.8,18.1,Bilibili Gaming,75.4,79.2,72.9,35.7,71.1
YuChEn,1.0,189.0,1.0,125.0,34.0,0.0,FunPlus Phoenix,44.7,40.8,47.9,93.9,57.4
Yueluo,1.0,194.8,0.9,128.4,33.3,4.8,Rare Atom,54.6,38.0,54.6,91.8,62.7
Yuicaw,1.0,200.2,1.0,130.5,25.0,6.3,FunPlus Phoenix,63.0,53.3,60.4,47.1,56.0
ZE1SH,0.7,132.5,0.7,86.8,27.3,10.8,Karmine Corp,2.8,3.2,2.9,63.2,9.2
Zcc,1.0,163.0,0.9,105.1,20.4,14.2,Royal Never Give Up,7.7,26.1,7.9,12.1,5.6
Zellsis,1.0,179.0,1.0,120.1,18.6,18.0,Cloud9,29.0,45.1,34.3,5.0,19.0
Zeno,1.0,180.0,0.8,117.8,23.0,11.4,Dragon Ranger Gaming,30.3,18.5,28.6,31.1,16.5
Zero1,,191.0,1.1,,,,Attacking Soul Esports,48.9,83.1,,,71.5
Zest,0.9,174.8,0.9,112.3,31.3,21.6,DRX,22.9,33.1,20.0,86.1,35.6
ZmjjKK,1.1,262.1,1.4,155.8,19.2,15.6,EDward Gaming,98.9,97.9,96.4,6.1,84.9
Zoomer,1.1,184.0,1.0,125.1,29.8,22.0,Weibo Gaming,36.6,65.5,48.4,82.5,60.2
Zyppan,1.0,197.6,1.0,133.3,33.9,15.9,Natus Vincere,59.9,57.4,64.3,93.6,75.7
abc321,0.2,77.0,0.2,53.0,25.0,25.0,Kingzone,0.4,0.4,0.4,47.1,4.2
aluba,,235.8,1.2,,,,Monarch Effect,95.8,92.3,,,99.3
ardiis,1.0,215.9,1.1,142.9,20.0,10.2,NRG Esports,80.6,80.3,82.5,11.1,68.3
aspas,1.1,236.7,1.3,152.1,25.2,16.0,LOUD,96.1,95.4,93.9,48.2,96.1
axeddy,0.8,169.8,0.7,109.0,23.0,8.4,KRÜ Esports,16.5,7.0,13.8,30.0,7.7
balua,1.1,219.2,1.1,141.9,23.7,16.5,Monarch Effect,83.1,76.8,80.7,33.9,75.4
ban,0.9,182.2,0.9,116.3,26.4,13.3,T1,33.5,28.9,25.4,56.1,27.8
bang,1.0,188.8,1.0,125.6,32.4,19.3,100 Thieves,44.0,52.5,49.3,90.0,61.6
barricade,0.9,180.2,0.9,117.1,28.5,14.2,Night Wings Gaming,31.0,30.6,26.8,73.2,35.2
benjyfishy,0.8,178.0,0.9,118.7,34.3,0.0,Team Heretics,27.5,30.3,31.1,95.0,44.4
bunt,0.8,189.3,1.0,103.4,21.5,0.0,Attacking Soul Esports,45.8,50.7,6.8,20.2,21.1
cNed,1.0,220.5,1.1,145.1,26.7,13.0,Natus Vincere,84.5,81.3,86.1,58.9,88.4
cauanzin,1.1,202.9,1.1,129.0,24.0,16.9,LOUD,68.0,74.6,57.9,38.6,63.0
ceNder,1.0,211.3,1.1,142.0,28.4,16.5,Team Vitality,77.1,75.0,81.1,72.5,86.3
cgrs,0.8,152.6,0.8,99.2,21.3,12.9,Paper Rex,4.9,8.1,5.4,18.9,3.2
coldfish,1.1,245.1,1.2,158.5,17.9,10.1,Gank Gaming,96.8,94.0,97.1,2.5,81.3
crashies,1.1,195.1,1.1,128.4,26.8,15.6,NRG Esports,54.9,71.8,56.1,59.3,63.4
crow,0.8,164.3,0.8,107.7,25.2,8.8,ZETA DIVISION,8.5,14.1,11.4,48.9,11.6
cxyy,0.9,166.2,0.8,110.0,28.9,14.8,Night Wings Gaming,12.7,9.9,16.1,76.4,19.4
d3ffo,0.9,165.7,0.9,108.1,21.5,15.4,Gank Gaming,12.0,22.9,12.5,20.2,8.1
d4v41,1.1,197.5,1.2,132.6,27.4,15.3,Paper Rex,59.5,88.0,63.6,64.6,76.4
dephh,0.8,149.3,0.7,100.2,22.0,10.7,Sentinels,4.6,3.5,5.7,23.2,2.8
dgzin,1.0,227.6,1.1,143.5,27.1,17.5,FURIA,91.5,71.5,83.6,62.1,87.3
diseased,1.1,200.6,1.1,137.7,25.0,11.4,Gank Gaming,64.4,84.2,73.9,47.1,73.6
eKo,0.9,165.4,0.8,108.9,23.0,10.5,Gen.G,11.3,16.9,13.2,31.1,9.5
f0rsakeN,1.0,215.9,1.1,142.1,26.4,14.5,Paper Rex,81.0,66.5,81.4,56.4,79.2
fl1pzjder,1.0,187.2,1.0,121.7,26.5,20.7,Rex Regum Qeon,41.2,50.0,37.5,57.5,45.8
foxz,1.0,195.3,1.0,130.7,25.4,9.8,Talon Esports,55.6,44.4,60.7,50.4,53.2
frz,0.9,199.9,0.9,136.0,32.2,4.9,MIBR,62.7,34.2,71.1,88.9,69.0
gagaaaa,1.0,198.6,1.0,133.6,22.6,15.9,Douyu Gaming,60.9,51.1,65.0,26.8,49.6
garnetS,1.0,227.9,1.0,146.8,24.6,16.5,Talon Esports,91.9,65.8,88.6,45.0,81.7
happywei,1.0,225.6,1.1,146.2,30.2,29.6,Night Wings Gaming,89.4,69.0,88.2,83.4,95.4
heat,0.9,210.8,1.0,138.8,26.3,6.4,MIBR,76.8,43.0,75.4,55.7,67.3
heybay,1.0,184.1,0.9,143.6,25.1,0.0,Trace Esports,37.0,26.8,84.3,47.9,48.6
hfmi0dzjc9z7,0.7,219.5,1.1,104.4,25.8,37.0,Attacking Soul Esports,83.5,67.6,7.5,54.6,53.5
hoody,1.1,210.6,1.1,139.8,23.9,10.2,Giants Gaming,76.1,83.8,78.2,37.1,76.1
iNTRO,1.0,182.8,1.0,126.6,27.8,0.0,T1,34.2,56.7,51.1,68.6,52.5
invy,1.1,210.2,1.1,136.0,30.6,22.9,Team Secret,75.7,81.0,71.4,84.3,89.8
jakee,1.0,190.9,1.0,124.7,30.8,25.2,Cloud9,48.6,50.4,47.1,85.4,58.8
jawgemo,1.0,210.6,1.0,138.9,21.2,22.7,Evil Geniuses,76.4,62.3,75.7,17.5,59.2
jzz,0.9,188.6,0.9,118.7,28.5,8.2,MIBR,43.7,27.8,31.4,72.9,41.2
k1Ng,1.1,213.2,1.1,141.8,27.3,17.1,Gen.G,79.6,80.6,80.0,64.3,85.9
kamyk,1.1,197.0,1.2,125.7,29.0,6.0,FNATIC,58.8,92.6,49.6,76.8,77.5
kawaii,1.1,233.6,1.3,147.0,20.0,7.8,Invincible Gaming,94.4,95.8,88.9,10.4,79.9
keloqz,0.8,187.8,0.9,122.1,28.4,21.0,Team Heretics,42.6,21.5,40.0,72.1,42.3
keznit,1.1,249.5,1.2,166.1,21.7,18.5,KRÜ Esports,98.6,85.2,98.2,21.4,85.6
kiNgg,1.2,217.5,1.3,143.5,29.3,14.1,LEVIATÁN,81.7,95.1,83.9,79.3,96.8
koldamenta,0.8,125.9,0.6,80.6,22.6,15.1,KOI,1.4,2.1,1.4,26.1,2.5
kon4n,0.9,186.3,0.9,131.7,19.3,26.3,FURIA,40.8,20.2,62.5,6.4,25.0
leaf,1.1,233.7,1.2,152.5,23.0,28.0,Cloud9,94.7,86.6,95.0,30.4,86.6
lenne,0.8,139.0,0.6,83.0,12.0,0.0,Team Secret,3.2,2.5,2.1,0.7,0.7
maizi,1.0,199.7,1.1,135.3,24.3,12.3,TYLOO,62.0,70.4,69.3,41.8,64.1
mazin,0.9,168.1,0.9,107.4,29.0,17.3,FURIA,14.8,35.2,10.4,77.1,26.4
mindfreak,1.0,167.0,1.0,107.3,27.3,17.0,Paper Rex,14.1,51.8,10.0,62.9,26.8
monk,1.0,195.7,1.0,143.3,19.4,16.6,Attacking Soul Esports,56.7,58.5,83.2,7.5,50.4
murizzz,0.9,175.4,0.8,118.3,26.8,16.9,MIBR,23.9,15.5,29.3,59.6,23.6
mwzera,1.0,214.8,1.0,143.0,20.7,17.7,FURIA,80.3,65.1,82.9,14.3,63.7
nAts,1.1,222.7,1.2,145.0,28.3,13.8,Team Liquid,86.6,90.1,85.7,71.8,96.5
nizhaoTZH,0.8,162.9,0.8,89.6,34.5,9.7,FunPlus Phoenix,7.4,17.6,3.6,95.4,21.5
