Player,Rating,Average Combat Score,Kills:Deaths,Average Damage Per Round,Headshot %,Clutch Success %,Teams,ACS Percentile,K/D Percentile,ADR Percentile,Headshot Percentile,Average Percentile
nobody,1.0,196.3,1.0,129.8,29.3,19.9,EDward Gaming,57.4,59.9,58.6,78.6,68.0
nos,1.0,165.2,0.9,102.9,30.2,33.3,Weibo Gaming,10.2,25.7,6.4,83.4,22.2
nukkye,1.1,208.0,1.2,141.8,22.7,14.1,Giants Gaming,73.6,86.3,80.4,27.9,72.9
nzr,1.0,185.2,1.1,122.0,19.3,7.0,LEVIATÁN,38.0,66.9,39.6,6.8,31.7
o0o0o,1.1,204.1,1.0,134.6,30.0,31.6,Nova Esports,69.4,64.8,66.6,82.9,78.5
pANcada,1.0,177.5,1.0,122.9,28.2,7.8,Sentinels,26.8,57.0,42.1,70.7,48.9
pl1xx,1.3,226.8,1.3,157.4,20.6,3.7,Weibo Gaming,90.8,94.7,96.8,12.5,82.7
qRaxs,1.0,196.1,1.0,128.4,29.1,20.2,FUT Esports,57.0,54.2,55.4,77.9,64.4
qw1,1.0,220.7,1.2,139.5,25.3,16.6,FUT Esports,85.2,84.9,77.5,49.6,83.8
rhyme,0.9,164.3,0.9,109.3,31.4,17.9,Giants Gaming,8.8,19.0,15.0,86.4,24.6
rin,0.8,156.6,0.8,92.9,23.9,6.0,Bilibili Gaming,6.0,13.4,4.6,37.7,6.7
runi,1.0,179.5,1.0,121.2,27.9,17.1,Cloud9,29.9,48.9,36.1,68.9,44.7
s0m,1.1,206.1,1.2,132.7,27.0,20.0,NRG Esports,71.5,93.3,63.9,61.3,80.3
saadhak,1.0,189.3,0.9,124.7,19.4,15.4,LOUD,45.4,33.5,46.8,7.1,25.4
sh1n,1.0,185.4,0.9,117.7,29.4,22.8,Karmine Corp,38.7,39.4,27.9,79.6,45.4
sheydos,1.0,187.7,1.1,123.5,28.1,14.4,KOI,42.3,75.4,44.3,70.4,59.5
signed,1.1,182.9,1.0,128.1,22.8,11.5,Royal Never Give Up,34.5,59.2,53.9,28.4,41.5
something,1.2,220.5,1.3,139.9,23.7,22.1,Paper Rex,84.9,96.5,78.6,34.6,82.4
soulcas,0.9,164.2,0.9,106.3,34.1,11.3,Team Liquid,8.1,37.3,9.3,94.6,31.0
sphiry,1.1,194.0,1.1,134.2,33.8,16.1,Four Angry Men,53.2,78.2,65.7,93.2,80.6
starxo,0.9,176.0,0.9,115.8,21.2,10.0,KOI,24.3,19.7,23.9,17.1,13.0
stax,0.9,174.7,0.9,112.8,28.6,12.9,DRX,22.5,29.9,20.7,73.8,29.6
stellar,0.9,176.1,0.9,117.6,20.6,6.5,100 Thieves,24.6,24.6,27.5,13.6,13.7
suyjing,,146.6,0.7,,,,TYLOO,3.9,6.0,,,1.8
t3xture,1.0,213.6,1.1,134.8,28.6,11.2,Global Esports,79.9,79.9,68.6,74.6,85.2
takej,0.9,178.4,0.8,114.4,40.1,20.8,DetonatioN FocusMe,28.2,15.8,23.2,99.3,36.6
trexx,1.1,228.5,1.1,149.0,18.3,18.6,KOI,92.3,82.7,91.4,3.9,73.9
tuyz,1.0,168.6,1.0,111.0,28.7,17.2,LOUD,15.5,60.2,18.2,75.0,37.7
vanity,1.0,166.7,0.9,102.5,11.5,21.9,Cloud9,13.4,23.2,6.1,0.4,3.9
weber,0.9,152.8,0.8,106.9,37.9,18.6,Team Heretics,5.3,9.5,9.6,97.9,20.4
whzy,1.0,249.3,1.2,155.7,19.5,3.1,Bilibili Gaming,98.2,89.4,96.1,7.9,82.0
wqc,1.0,219.0,1.1,139.6,27.5,0.0,Nova Esports,82.7,68.7,77.9,66.4,83.5
xand,0.9,179.0,0.7,118.3,32.3,0.0,KRÜ Esports,29.0,5.6,29.6,89.6,32.4
xeta,1.0,189.5,1.0,122.9,22.8,16.4,T1,46.5,58.8,41.4,28.9,40.8
xffero,1.1,212.2,1.2,132.4,24.0,11.3,Rex Regum Qeon,77.8,88.7,63.2,38.2,72.5
xms,0.9,165.4,0.9,113.2,31.0,10.2,Karmine Corp,10.9,23.9,21.1,85.7,27.1
xnfri,0.8,157.6,0.7,105.8,24.8,13.0,DetonatioN FocusMe,6.3,5.3,8.9,46.1,7.4
yay,1.1,202.0,1.2,125.1,27.5,5.3,Cloud9,66.2,93.7,48.4,65.0,74.6
yyy,1.0,186.2,0.9,124.0,25.6,4.7,Douyu Gaming,40.1,40.1,45.0,53.6,43.0
zeek,0.9,196.5,0.9,130.2,29.0,29.2,Team Heretics,58.1,34.9,59.3,77.5,58.5
zekken,1.0,233.8,1.1,154.6,24.1,18.0,Sentinels,95.1,78.9,95.7,40.0,88.0
